tx_id,source_id,target_id,amount,timestamp,is_scam
TX_001642,ACC_0238,ACC_0844,405.79,2026-08-08 00:20:00,0
TX_004156,ACC_0868,ACC_0093,300.62,2026-08-08 00:36:00,0
TX_000447,ACC_0538,ACC_0333,165.54,2026-08-08 00:41:00,0
TX_002267,ACC_0399,ACC_0923,113.07,2026-08-08 00:50:00,0
TX_002261,ACC_0942,ACC_0242,151.27,2026-08-08 00:59:00,0
TX_002841,ACC_0098,ACC_0258,214.84,2026-08-08 01:04:00,0
TX_001805,ACC_0264,ACC_0434,389.6,2026-08-08 01:12:00,0
TX_003704,ACC_0863,ACC_0237,483.39,2026-08-08 01:12:00,0
TX_002208,ACC_0520,ACC_0137,728.09,2026-08-08 01:15:00,0
TX_002909,ACC_0863,ACC_0820,243.25,2026-08-08 01:41:00,0
TX_004654,ACC_0625,ACC_0322,350.48,2026-08-08 01:43:00,0
TX_004915,ACC_0003,ACC_0456,1116.86,2026-08-08 01:47:00,0
TX_000216,ACC_0893,ACC_0411,109.82,2026-08-08 01:53:00,0
TX_001855,ACC_0511,ACC_0044,1048.59,2026-08-08 02:21:00,0
TX_003033,ACC_0648,ACC_0786,253.64,2026-08-08 02:43:00,0
TX_001983,ACC_0917,ACC_0630,563.7,2026-08-08 02:44:00,0
TX_001018,ACC_0591,ACC_0185,1999.89,2026-08-08 02:46:00,0
TX_001865,ACC_0813,ACC_0967,1946.43,2026-08-08 02:47:00,0
TX_001410,ACC_0121,ACC_0227,647.51,2026-08-08 02:50:00,0
TX_002378,ACC_0379,ACC_0573,266.67,2026-08-08 02:57:00,0
TX_003544,ACC_0496,ACC_0854,465.06,2026-08-08 02:59:00,0
TX_000620,ACC_0107,ACC_0727,1504.47,2026-08-08 02:59:00,0
TX_000324,ACC_0479,ACC_0404,397.72,2026-08-08 03:11:00,0
TX_002324,ACC_0235,ACC_0121,81.36,2026-08-08 03:21:00,0
TX_000553,ACC_0420,ACC_0309,1322.33,2026-08-08 03:40:00,0
TX_003814,ACC_0371,ACC_0070,844.35,2026-08-08 03:57:00,0
TX_002481,ACC_0382,ACC_0125,534.48,2026-08-08 03:57:00,0
TX_002787,ACC_0945,ACC_0910,200.71,2026-08-08 03:58:00,0
TX_001438,ACC_0752,ACC_0773,532.61,2026-08-08 04:01:00,0
TX_003648,ACC_0544,ACC_0579,582.2,2026-08-08 04:05:00,0
TX_003201,ACC_0415,ACC_0359,122.11,2026-08-08 04:06:00,0
TX_004011,ACC_0251,ACC_0547,424.04,2026-08-08 04:08:00,0
TX_002950,ACC_0433,ACC_0654,1457.19,2026-08-08 04:09:00,0
TX_000983,ACC_0712,ACC_0099,119.93,2026-08-08 04:18:00,0
TX_002675,ACC_0813,ACC_0241,1221.21,2026-08-08 04:18:00,0
TX_004943,ACC_0547,ACC_0368,511.88,2026-08-08 04:18:00,0
TX_001344,ACC_0209,ACC_0734,129.29,2026-08-08 04:23:00,0
TX_003170,ACC_0884,ACC_0009,1506.06,2026-08-08 04:26:00,0
TX_002445,ACC_0400,ACC_0456,989.8,2026-08-08 04:26:00,0
TX_003541,ACC_0124,ACC_0389,419.05,2026-08-08 04:37:00,0
TX_000984,ACC_0230,ACC_0605,356.6,2026-08-08 04:38:00,0
TX_003437,ACC_0239,ACC_0397,216.8,2026-08-08 04:50:00,0
TX_003086,ACC_0747,ACC_0647,481.52,2026-08-08 04:55:00,0
TX_000585,ACC_0865,ACC_0193,836.13,2026-08-08 04:59:00,0
TX_003973,ACC_0653,ACC_0854,411.5,2026-08-08 05:02:00,0
TX_000891,ACC_0535,ACC_0750,185.37,2026-08-08 05:03:00,0
TX_005042,ACC_0096,ACC_0011,204.73,2026-08-08 05:13:00,1
TX_001762,ACC_0142,ACC_0938,1389.66,2026-08-08 05:19:00,0
TX_003391,ACC_0587,ACC_0851,636.21,2026-08-08 05:20:00,0
TX_005043,ACC_0096,ACC_0011,25691.74,2026-08-08 05:23:00,1
TX_000348,ACC_0035,ACC_0489,110.29,2026-08-08 05:42:00,0
TX_002702,ACC_0921,ACC_0906,455.07,2026-08-08 05:44:00,0
TX_002371,ACC_0826,ACC_0024,118.72,2026-08-08 05:51:00,0
TX_000889,ACC_0960,ACC_0121,613.98,2026-08-08 05:57:00,0
TX_000181,ACC_0807,ACC_0865,1134.42,2026-08-08 06:01:00,0
TX_004344,ACC_0515,ACC_0553,139.87,2026-08-08 06:10:00,0
TX_002332,ACC_0026,ACC_0057,679.67,2026-08-08 06:39:00,0
TX_003373,ACC_0967,ACC_0758,933.98,2026-08-08 06:47:00,0
TX_002617,ACC_0198,ACC_0287,923.35,2026-08-08 06:47:00,0
TX_004911,ACC_0686,ACC_0907,203.4,2026-08-08 07:01:00,0
TX_001905,ACC_0914,ACC_0840,913.67,2026-08-08 07:13:00,0
TX_001861,ACC_0145,ACC_0873,287.08,2026-08-08 07:28:00,0
TX_002832,ACC_0934,ACC_0601,251.59,2026-08-08 07:37:00,0
TX_004709,ACC_0970,ACC_0454,257.48,2026-08-08 07:44:00,0
TX_000073,ACC_0832,ACC_0592,362.68,2026-08-08 07:44:00,0
TX_001749,ACC_0931,ACC_0312,277.17,2026-08-08 07:56:00,0
TX_003949,ACC_0526,ACC_0737,1057.96,2026-08-08 08:19:00,0
TX_002911,ACC_0910,ACC_0733,393.4,2026-08-08 08:20:00,0
TX_003892,ACC_0356,ACC_0687,140.8,2026-08-08 08:25:00,0
TX_003172,ACC_0803,ACC_0435,232.56,2026-08-08 08:51:00,0
TX_003827,ACC_0997,ACC_0188,242.91,2026-08-08 08:56:00,0
TX_000550,ACC_0062,ACC_0210,183.16,2026-08-08 09:18:00,0
TX_000084,ACC_0724,ACC_0499,490.07,2026-08-08 09:18:00,0
TX_001641,ACC_0091,ACC_0149,187.4,2026-08-08 09:31:00,0
TX_000543,ACC_0147,ACC_0235,913.69,2026-08-08 09:37:00,0
TX_002677,ACC_0845,ACC_0699,241.57,2026-08-08 10:00:00,0
TX_001645,ACC_0977,ACC_0224,243.35,2026-08-08 10:02:00,0
TX_004972,ACC_0363,ACC_0595,446.33,2026-08-08 10:09:00,0
TX_001448,ACC_0616,ACC_0249,423.11,2026-08-08 10:09:00,0
TX_000429,ACC_0477,ACC_0654,159.48,2026-08-08 10:14:00,0
TX_004154,ACC_0861,ACC_0651,535.35,2026-08-08 10:28:00,0
TX_003475,ACC_0538,ACC_0081,217.5,2026-08-08 10:29:00,0
TX_003709,ACC_0374,ACC_0317,113.6,2026-08-08 10:39:00,0
TX_004206,ACC_0352,ACC_0127,57.16,2026-08-08 10:48:00,0
TX_002928,ACC_0396,ACC_0367,575.06,2026-08-08 11:10:00,0
TX_002986,ACC_0410,ACC_0902,638.19,2026-08-08 11:15:00,0
TX_003958,ACC_0206,ACC_0338,496.58,2026-08-08 11:25:00,0
TX_001536,ACC_0058,ACC_0862,2488.39,2026-08-08 11:38:00,0
TX_005160,ACC_0925,ACC_0032,230.27,2026-08-08 11:41:00,1
TX_001904,ACC_0846,ACC_0640,564.29,2026-08-08 11:48:00,0
TX_005161,ACC_0925,ACC_0032,28951.17,2026-08-08 11:51:00,1
TX_002288,ACC_0995,ACC_0871,961.05,2026-08-08 12:06:00,0
TX_002315,ACC_0963,ACC_0317,71.01,2026-08-08 12:07:00,0
TX_000230,ACC_0816,ACC_0902,498.71,2026-08-08 12:19:00,0
TX_004181,ACC_0818,ACC_0099,131.2,2026-08-08 12:28:00,0
TX_004892,ACC_0930,ACC_0749,788.44,2026-08-08 12:42:00,0
TX_000205,ACC_0435,ACC_0275,166.18,2026-08-08 13:03:00,0
TX_001123,ACC_0918,ACC_0717,360.36,2026-08-08 13:05:00,0
TX_004423,ACC_0730,ACC_0922,695.56,2026-08-08 13:31:00,0
TX_002422,ACC_0092,ACC_0140,100.01,2026-08-08 13:41:00,0
TX_000610,ACC_0642,ACC_0801,1375.25,2026-08-08 13:51:00,0
TX_002879,ACC_0164,ACC_0267,312.3,2026-08-08 14:01:00,0
TX_001969,ACC_0147,ACC_0951,128.64,2026-08-08 14:02:00,0
TX_000561,ACC_0181,ACC_0216,258.01,2026-08-08 14:13:00,0
TX_000134,ACC_0627,ACC_0905,157.25,2026-08-08 14:14:00,0
TX_002701,ACC_0463,ACC_0531,70.26,2026-08-08 14:19:00,0
TX_001602,ACC_0827,ACC_0614,215.35,2026-08-08 14:19:00,0
TX_002887,ACC_0139,ACC_0015,601.4,2026-08-08 14:33:00,0
TX_003375,ACC_0853,ACC_0352,102.67,2026-08-08 14:33:00,0
TX_000929,ACC_0869,ACC_0117,247.14,2026-08-08 14:36:00,0
TX_002668,ACC_0809,ACC_0141,64.56,2026-08-08 14:38:00,0
TX_003093,ACC_0786,ACC_0751,586.59,2026-08-08 14:56:00,0
TX_002942,ACC_0775,ACC_0229,383.08,2026-08-08 15:03:00,0
TX_002957,ACC_0458,ACC_0855,304.22,2026-08-08 15:04:00,0
TX_003428,ACC_0057,ACC_0370,254.43,2026-08-08 15:10:00,0
TX_002585,ACC_0639,ACC_0930,507.6,2026-08-08 15:12:00,0
TX_004013,ACC_0636,ACC_0838,533.75,2026-08-08 15:33:00,0
TX_002874,ACC_0744,ACC_0718,289.23,2026-08-08 15:54:00,0
TX_000687,ACC_0171,ACC_0888,71.12,2026-08-08 16:02:00,0
TX_002443,ACC_0414,ACC_0288,493.58,2026-08-08 16:07:00,0
TX_000790,ACC_0600,ACC_0137,348.86,2026-08-08 16:29:00,0
TX_001630,ACC_0853,ACC_0282,349.17,2026-08-08 16:38:00,0
TX_004829,ACC_0976,ACC_0144,311.0,2026-08-08 16:50:00,0
TX_003289,ACC_0524,ACC_0755,419.43,2026-08-08 16:57:00,0
TX_001676,ACC_0181,ACC_0164,946.16,2026-08-08 17:15:00,0
TX_003766,ACC_0488,ACC_0003,1000.74,2026-08-08 17:16:00,0
TX_003159,ACC_0143,ACC_0522,66.33,2026-08-08 17:20:00,0
TX_004415,ACC_0022,ACC_0695,189.44,2026-08-08 17:28:00,0
TX_000674,ACC_0543,ACC_0924,425.29,2026-08-08 17:28:00,0
TX_004296,ACC_0593,ACC_0475,77.01,2026-08-08 17:33:00,0
TX_002696,ACC_0478,ACC_0816,1024.35,2026-08-08 17:52:00,0
TX_000387,ACC_0513,ACC_0256,349.95,2026-08-08 18:03:00,0
TX_000142,ACC_0806,ACC_0938,290.42,2026-08-08 18:04:00,0
TX_004200,ACC_0244,ACC_0439,290.07,2026-08-08 18:07:00,0
TX_004106,ACC_0154,ACC_0974,380.42,2026-08-08 18:25:00,0
TX_003741,ACC_0329,ACC_0535,101.17,2026-08-08 18:36:00,0
TX_004456,ACC_0739,ACC_0916,436.05,2026-08-08 18:49:00,0
TX_003927,ACC_0693,ACC_0838,1027.42,2026-08-08 18:49:00,0
TX_002815,ACC_0882,ACC_0988,87.21,2026-08-08 18:54:00,0
TX_004039,ACC_0412,ACC_0953,471.75,2026-08-08 19:03:00,0
TX_003967,ACC_0894,ACC_0281,622.41,2026-08-08 19:18:00,0
TX_003818,ACC_0378,ACC_0516,342.29,2026-08-08 19:24:00,0
TX_001913,ACC_0900,ACC_0075,1229.35,2026-08-08 19:25:00,0
TX_000066,ACC_0954,ACC_0538,448.96,2026-08-08 19:31:00,0
TX_001708,ACC_0807,ACC_0938,423.86,2026-08-08 19:57:00,0
TX_004168,ACC_0653,ACC_0525,1263.49,2026-08-08 21:01:00,0
TX_004787,ACC_0449,ACC_0190,84.01,2026-08-08 21:15:00,0
TX_001358,ACC_0351,ACC_0644,446.05,2026-08-08 21:22:00,0
TX_002891,ACC_0739,ACC_0123,164.55,2026-08-08 21:30:00,0
TX_002767,ACC_0668,ACC_0821,349.47,2026-08-08 21:37:00,0
TX_000232,ACC_0886,ACC_0861,1288.46,2026-08-08 21:38:00,0
TX_005296,ACC_0925,ACC_0033,188.91,2026-08-08 21:43:00,1
TX_004812,ACC_0198,ACC_0922,618.04,2026-08-08 21:50:00,0
TX_002717,ACC_0387,ACC_0846,3935.71,2026-08-08 21:50:00,0
TX_005297,ACC_0925,ACC_0033,36438.34,2026-08-08 21:53:00,1
TX_000133,ACC_0199,ACC_0891,336.32,2026-08-08 21:56:00,0
TX_000045,ACC_0298,ACC_0383,749.8,2026-08-08 21:58:00,0
TX_004442,ACC_0507,ACC_0290,912.88,2026-08-08 22:01:00,0
TX_002082,ACC_0410,ACC_0500,1081.29,2026-08-08 22:21:00,0
TX_002462,ACC_0719,ACC_0690,123.94,2026-08-08 22:35:00,0
TX_004217,ACC_0564,ACC_0181,953.51,2026-08-08 22:43:00,0
TX_004053,ACC_0837,ACC_0555,496.02,2026-08-08 22:48:00,0
TX_004846,ACC_0319,ACC_0277,81.49,2026-08-08 22:54:00,0
TX_003455,ACC_0701,ACC_0452,218.85,2026-08-08 23:21:00,0
TX_004547,ACC_0547,ACC_0877,203.8,2026-08-08 23:32:00,0
TX_003837,ACC_0637,ACC_0762,530.89,2026-08-08 23:47:00,0
TX_001549,ACC_0790,ACC_0117,419.57,2026-08-08 23:53:00,0
TX_004924,ACC_0753,ACC_0884,555.86,2026-08-09 00:11:00,0
TX_003335,ACC_0445,ACC_0789,214.78,2026-08-09 00:15:00,0
TX_004851,ACC_0636,ACC_0721,951.85,2026-08-09 00:22:00,0
TX_000052,ACC_0158,ACC_0824,183.77,2026-08-09 00:35:00,0
TX_004732,ACC_0120,ACC_0383,1662.23,2026-08-09 00:55:00,0
TX_002487,ACC_0364,ACC_0656,106.21,2026-08-09 01:01:00,0
TX_001071,ACC_0402,ACC_0287,515.79,2026-08-09 01:03:00,0
TX_000735,ACC_0539,ACC_0114,790.97,2026-08-09 01:04:00,0
TX_004495,ACC_0352,ACC_0302,1148.86,2026-08-09 01:06:00,0
TX_003496,ACC_0221,ACC_0415,124.25,2026-08-09 01:21:00,0
TX_004667,ACC_0484,ACC_0321,2297.19,2026-08-09 01:22:00,0
TX_003331,ACC_0993,ACC_0364,175.8,2026-08-09 01:27:00,0
TX_004141,ACC_0067,ACC_0756,673.56,2026-08-09 01:30:00,0
TX_004286,ACC_0282,ACC_0256,363.48,2026-08-09 01:31:00,0
TX_003526,ACC_0215,ACC_0393,955.29,2026-08-09 01:34:00,0
TX_004315,ACC_0636,ACC_0133,338.9,2026-08-09 01:34:00,0
TX_005088,ACC_0075,ACC_0013,183.7,2026-08-09 01:40:00,1
TX_003360,ACC_0595,ACC_0723,51.7,2026-08-09 01:47:00,0
TX_005089,ACC_0075,ACC_0013,29141.05,2026-08-09 01:50:00,1
TX_001357,ACC_0946,ACC_0102,351.72,2026-08-09 01:54:00,0
TX_003443,ACC_0774,ACC_0656,561.82,2026-08-09 02:01:00,0
TX_004857,ACC_0010,ACC_0638,437.86,2026-08-09 02:15:00,0
TX_001922,ACC_0885,ACC_0581,2512.41,2026-08-09 02:19:00,0
TX_003258,ACC_0300,ACC_0996,781.27,2026-08-09 02:33:00,0
TX_003763,ACC_0419,ACC_0940,206.54,2026-08-09 02:35:00,0
TX_002234,ACC_0088,ACC_0654,438.07,2026-08-09 02:35:00,0
TX_000901,ACC_0738,ACC_0344,1111.34,2026-08-09 02:52:00,0
TX_000002,ACC_0582,ACC_0463,158.97,2026-08-09 03:04:00,0
TX_002350,ACC_0285,ACC_0967,138.92,2026-08-09 03:10:00,0
TX_002851,ACC_0226,ACC_0076,390.45,2026-08-09 03:21:00,0
TX_003573,ACC_0657,ACC_0825,484.98,2026-08-09 03:22:00,0
TX_004840,ACC_0112,ACC_0598,1001.27,2026-08-09 03:26:00,0
TX_002278,ACC_0448,ACC_0737,213.68,2026-08-09 03:29:00,0
TX_000701,ACC_0307,ACC_0285,285.51,2026-08-09 03:29:00,0
TX_002375,ACC_0198,ACC_0168,51.46,2026-08-09 03:31:00,0
TX_000869,ACC_0647,ACC_0335,515.69,2026-08-09 03:32:00,0
TX_001784,ACC_0593,ACC_0331,321.83,2026-08-09 03:35:00,0
TX_004989,ACC_0793,ACC_0081,365.88,2026-08-09 03:41:00,0
TX_002311,ACC_0599,ACC_0263,901.03,2026-08-09 03:49:00,0
TX_000814,ACC_0501,ACC_0118,107.29,2026-08-09 03:50:00,0
TX_004184,ACC_0210,ACC_0773,616.05,2026-08-09 03:56:00,0
TX_003028,ACC_0711,ACC_0604,180.99,2026-08-09 04:04:00,0
TX_004416,ACC_0833,ACC_0327,1494.99,2026-08-09 04:25:00,0
TX_004359,ACC_0474,ACC_0925,159.2,2026-08-09 04:37:00,0
TX_001788,ACC_0286,ACC_0955,161.71,2026-08-09 04:45:00,0
TX_002685,ACC_0965,ACC_0364,669.8,2026-08-09 04:51:00,0
TX_001386,ACC_0485,ACC_0194,354.74,2026-08-09 04:55:00,0
TX_001603,ACC_0985,ACC_0669,717.65,2026-08-09 04:55:00,0
TX_004603,ACC_0054,ACC_0811,499.24,2026-08-09 04:55:00,0
TX_000710,ACC_0287,ACC_0591,597.36,2026-08-09 04:56:00,0
TX_004177,ACC_0167,ACC_0592,87.88,2026-08-09 05:22:00,0
TX_001163,ACC_0651,ACC_0026,626.88,2026-08-09 05:29:00,0
TX_001521,ACC_0460,ACC_0360,186.49,2026-08-09 05:42:00,0
TX_002576,ACC_0300,ACC_0415,299.72,2026-08-09 05:57:00,0
TX_005034,ACC_0813,ACC_0049,172.09,2026-08-09 06:03:00,1
TX_002707,ACC_0097,ACC_0032,257.0,2026-08-09 06:06:00,0
TX_001197,ACC_0852,ACC_0052,185.34,2026-08-09 06:07:00,0
TX_004225,ACC_0285,ACC_0337,1139.77,2026-08-09 06:08:00,0
TX_002489,ACC_0294,ACC_0755,60.86,2026-08-09 06:12:00,0
TX_005035,ACC_0813,ACC_0049,31444.06,2026-08-09 06:13:00,1
TX_004471,ACC_0293,ACC_0572,249.79,2026-08-09 06:27:00,0
TX_003190,ACC_0452,ACC_0719,1005.57,2026-08-09 06:32:00,0
TX_004815,ACC_0864,ACC_0261,299.83,2026-08-09 06:42:00,0
TX_002959,ACC_0465,ACC_0768,83.36,2026-08-09 06:42:00,0
TX_003854,ACC_0083,ACC_0607,599.14,2026-08-09 06:45:00,0
TX_000059,ACC_0540,ACC_0181,218.95,2026-08-09 06:53:00,0
TX_003728,ACC_0109,ACC_0611,189.37,2026-08-09 07:04:00,0
TX_002840,ACC_0668,ACC_0191,532.55,2026-08-09 07:04:00,0
TX_004198,ACC_0257,ACC_0373,628.05,2026-08-09 07:25:00,0
TX_001351,ACC_0822,ACC_0108,642.4,2026-08-09 07:29:00,0
TX_001072,ACC_0901,ACC_0219,2192.44,2026-08-09 07:52:00,0
TX_004354,ACC_0636,ACC_0743,788.06,2026-08-09 07:58:00,0
TX_000737,ACC_0942,ACC_0009,295.11,2026-08-09 07:58:00,0
TX_004753,ACC_0031,ACC_0751,550.86,2026-08-09 08:10:00,0
TX_003235,ACC_0287,ACC_0158,391.66,2026-08-09 08:23:00,0
TX_004874,ACC_0017,ACC_0196,369.02,2026-08-09 08:30:00,0
TX_003480,ACC_0669,ACC_0867,107.48,2026-08-09 08:38:00,0
TX_000101,ACC_0451,ACC_0258,480.26,2026-08-09 08:47:00,0
TX_001367,ACC_0527,ACC_0878,558.69,2026-08-09 08:54:00,0
TX_003629,ACC_0307,ACC_0666,431.38,2026-08-09 09:09:00,0
TX_001244,ACC_0234,ACC_0482,124.92,2026-08-09 09:14:00,0
TX_002238,ACC_0982,ACC_0560,379.24,2026-08-09 09:17:00,0
TX_003720,ACC_0939,ACC_0140,743.98,2026-08-09 09:19:00,0
TX_001214,ACC_0092,ACC_0216,302.24,2026-08-09 09:26:00,0
TX_000871,ACC_0751,ACC_0255,848.64,2026-08-09 10:08:00,0
TX_000666,ACC_0458,ACC_0928,626.8,2026-08-09 10:16:00,0
TX_001896,ACC_0989,ACC_0019,132.57,2026-08-09 10:16:00,0
TX_001948,ACC_0722,ACC_0397,378.36,2026-08-09 10:24:00,0
TX_003845,ACC_0644,ACC_0290,276.68,2026-08-09 10:43:00,0
TX_001378,ACC_0915,ACC_0825,359.92,2026-08-09 11:07:00,0
TX_004614,ACC_0793,ACC_0667,197.93,2026-08-09 11:18:00,0
TX_000147,ACC_0472,ACC_0463,602.48,2026-08-09 11:22:00,0
TX_003750,ACC_0083,ACC_0592,1049.91,2026-08-09 11:22:00,0
TX_002034,ACC_0433,ACC_0052,815.57,2026-08-09 11:24:00,0
TX_004773,ACC_0922,ACC_0220,106.19,2026-08-09 11:33:00,0
TX_002147,ACC_0235,ACC_0872,250.45,2026-08-09 11:37:00,0
TX_004713,ACC_0996,ACC_0258,878.18,2026-08-09 11:57:00,0
TX_003543,ACC_0804,ACC_0737,200.1,2026-08-09 12:13:00,0
TX_003978,ACC_0315,ACC_0414,74.51,2026-08-09 12:39:00,0
TX_004185,ACC_0646,ACC_0344,583.93,2026-08-09 12:41:00,0
TX_002676,ACC_0240,ACC_0065,180.1,2026-08-09 12:48:00,0
TX_003361,ACC_0795,ACC_0553,156.26,2026-08-09 12:49:00,0
TX_004425,ACC_0184,ACC_0479,279.5,2026-08-09 13:07:00,0
TX_001909,ACC_0644,ACC_0541,1287.65,2026-08-09 13:16:00,0
TX_004800,ACC_0238,ACC_0929,55.59,2026-08-09 13:34:00,0
TX_002539,ACC_0216,ACC_0966,692.34,2026-08-09 13:53:00,0
TX_001352,ACC_0926,ACC_0305,279.89,2026-08-09 14:06:00,0
TX_003322,ACC_0312,ACC_0763,160.63,2026-08-09 14:09:00,0
TX_000064,ACC_0516,ACC_0315,70.5,2026-08-09 14:21:00,0
TX_003275,ACC_0754,ACC_0578,66.01,2026-08-09 14:34:00,0
TX_002292,ACC_0623,ACC_0668,686.67,2026-08-09 14:43:00,0
TX_002199,ACC_0431,ACC_0791,504.82,2026-08-09 14:52:00,0
TX_001341,ACC_0285,ACC_0538,478.45,2026-08-09 14:55:00,0
TX_000832,ACC_0846,ACC_0419,685.65,2026-08-09 15:07:00,0
TX_001917,ACC_0464,ACC_0474,180.21,2026-08-09 15:09:00,0
TX_004346,ACC_0194,ACC_0826,275.33,2026-08-09 15:18:00,0
TX_004367,ACC_0095,ACC_0314,837.37,2026-08-09 15:38:00,0
TX_003620,ACC_0351,ACC_0277,293.18,2026-08-09 15:40:00,0
TX_003820,ACC_0511,ACC_0877,303.47,2026-08-09 15:45:00,0
TX_001660,ACC_0136,ACC_0014,489.51,2026-08-09 15:45:00,0
TX_001249,ACC_0750,ACC_0128,510.1,2026-08-09 15:53:00,0
TX_002790,ACC_0142,ACC_0036,472.99,2026-08-09 16:03:00,0
TX_002711,ACC_0120,ACC_0155,271.42,2026-08-09 16:07:00,0
TX_000599,ACC_0639,ACC_0294,640.92,2026-08-09 16:17:00,0
TX_002587,ACC_0296,ACC_0335,671.56,2026-08-09 16:22:00,0
TX_001235,ACC_0475,ACC_0392,684.06,2026-08-09 16:28:00,0
TX_003040,ACC_0536,ACC_0126,881.41,2026-08-09 16:43:00,0
TX_003055,ACC_0845,ACC_0476,192.78,2026-08-09 17:03:00,0
TX_004389,ACC_0214,ACC_0039,671.54,2026-08-09 17:04:00,0
TX_003244,ACC_0612,ACC_0389,376.26,2026-08-09 17:13:00,0
TX_004322,ACC_0418,ACC_0399,157.03,2026-08-09 17:19:00,0
TX_003342,ACC_0003,ACC_0142,280.31,2026-08-09 17:21:00,0
TX_002407,ACC_0152,ACC_0469,236.48,2026-08-09 17:25:00,0
TX_004355,ACC_0569,ACC_0559,480.9,2026-08-09 17:31:00,0
TX_001375,ACC_0724,ACC_0233,150.79,2026-08-09 17:34:00,0
TX_000272,ACC_0081,ACC_0505,2071.78,2026-08-09 17:36:00,0
TX_003585,ACC_0397,ACC_0947,1733.47,2026-08-09 17:41:00,0
TX_003651,ACC_0227,ACC_0844,363.06,2026-08-09 17:42:00,0
TX_000089,ACC_0069,ACC_0035,75.97,2026-08-09 17:54:00,0
TX_001290,ACC_0818,ACC_0251,373.82,2026-08-09 17:55:00,0
TX_001455,ACC_0636,ACC_0357,391.4,2026-08-09 18:11:00,0
TX_001022,ACC_0290,ACC_0169,1570.32,2026-08-09 18:19:00,0
TX_003353,ACC_0465,ACC_0365,192.62,2026-08-09 18:21:00,0
TX_001015,ACC_0711,ACC_0670,136.47,2026-08-09 18:35:00,0
TX_003725,ACC_0251,ACC_0611,273.25,2026-08-09 18:51:00,0
TX_004356,ACC_0347,ACC_0086,181.94,2026-08-09 19:01:00,0
TX_003614,ACC_0616,ACC_0498,1433.16,2026-08-09 19:15:00,0
TX_003410,ACC_0549,ACC_0004,79.77,2026-08-09 19:28:00,0
TX_001692,ACC_0725,ACC_0612,1264.95,2026-08-09 19:34:00,0
TX_003606,ACC_0373,ACC_0044,538.05,2026-08-09 19:41:00,0
TX_003251,ACC_0591,ACC_0978,83.78,2026-08-09 19:41:00,0
TX_003785,ACC_0070,ACC_0305,585.59,2026-08-09 19:49:00,0
TX_003239,ACC_0108,ACC_0476,192.43,2026-08-09 19:53:00,0
TX_004318,ACC_0253,ACC_0586,283.18,2026-08-09 19:56:00,0
TX_000182,ACC_0954,ACC_0917,731.15,2026-08-09 19:59:00,0
TX_004403,ACC_0478,ACC_0522,1658.49,2026-08-09 20:00:00,0
TX_000717,ACC_0695,ACC_0422,1068.66,2026-08-09 20:17:00,0
TX_004878,ACC_0584,ACC_0802,103.08,2026-08-09 20:19:00,0
TX_000379,ACC_0703,ACC_0583,132.54,2026-08-09 20:21:00,0
TX_001417,ACC_0512,ACC_0649,489.69,2026-08-09 20:26:00,0
TX_002818,ACC_0135,ACC_0972,1034.29,2026-08-09 20:27:00,0
TX_000515,ACC_0133,ACC_0962,581.6,2026-08-09 20:31:00,0
TX_004276,ACC_0508,ACC_0466,305.75,2026-08-09 20:35:00,0
TX_002143,ACC_0865,ACC_0293,2511.72,2026-08-09 21:17:00,0
TX_002842,ACC_0357,ACC_0810,189.09,2026-08-09 21:26:00,0
TX_000174,ACC_0305,ACC_0892,925.72,2026-08-09 21:27:00,0
TX_004065,ACC_0183,ACC_0077,155.55,2026-08-09 21:37:00,0
TX_002954,ACC_0677,ACC_0015,51.74,2026-08-09 21:38:00,0
TX_000206,ACC_0190,ACC_0054,929.47,2026-08-09 21:58:00,0
TX_004136,ACC_0640,ACC_0679,665.97,2026-08-09 22:00:00,0
TX_002569,ACC_0794,ACC_0558,689.9,2026-08-09 22:12:00,0
TX_002233,ACC_0965,ACC_0250,108.6,2026-08-09 22:13:00,0
TX_000286,ACC_0380,ACC_0529,655.66,2026-08-09 22:21:00,0
TX_002270,ACC_0440,ACC_0849,171.9,2026-08-09 22:22:00,0
TX_004993,ACC_0449,ACC_0968,2708.21,2026-08-09 22:22:00,0
TX_002438,ACC_0688,ACC_0276,517.09,2026-08-09 22:32:00,0
TX_000235,ACC_0494,ACC_0662,1311.38,2026-08-09 22:36:00,0
TX_003979,ACC_0627,ACC_0866,68.18,2026-08-09 23:05:00,0
TX_003175,ACC_0104,ACC_0226,1589.38,2026-08-09 23:10:00,0
TX_003686,ACC_0675,ACC_0610,87.97,2026-08-09 23:17:00,0
TX_005140,ACC_0417,ACC_0018,158.36,2026-08-09 23:26:00,1
TX_005141,ACC_0417,ACC_0018,32978.13,2026-08-09 23:36:00,1
TX_000213,ACC_0889,ACC_0685,214.42,2026-08-09 23:45:00,0
TX_001871,ACC_0194,ACC_0502,102.02,2026-08-09 23:49:00,0
TX_001555,ACC_0751,ACC_0617,58.67,2026-08-09 23:57:00,0
TX_004125,ACC_0562,ACC_0814,1680.37,2026-08-10 00:24:00,0
TX_004345,ACC_0392,ACC_0681,826.34,2026-08-10 00:27:00,0
TX_003588,ACC_0103,ACC_0870,621.56,2026-08-10 00:38:00,0
TX_000807,ACC_0273,ACC_0924,1189.2,2026-08-10 00:47:00,0
