target_emb_0,target_emb_1,target_emb_2,target_emb_3,target_emb_4,target_emb_5,target_emb_6,target_emb_7,target_emb_8,target_emb_9,target_emb_10,target_emb_11,target_emb_12,target_emb_13,target_emb_14,target_emb_15,account_id
-0.8412657,7.3874207,5.0424743,-1.7642785,5.1915803,-1.4014832,6.9714932,-2.3597786,-3.1867738,-1.2140071,4.757256,8.142535,-0.013218297,-1.362107,5.748635,-1.0208061,ACC_0260
-0.5802451,6.477673,4.345578,-1.3313372,4.691367,-0.99097717,6.0168605,-2.348836,-2.7404056,-1.1878635,4.3328996,7.1666875,-0.0142963845,-1.3838491,5.421418,-0.7480288,ACC_0261
-0.8318801,6.572657,4.5351324,-1.4584514,4.615417,-1.0749222,6.256473,-2.302217,-2.6473963,-1.1695632,4.188781,7.1748137,-0.013757188,-1.3612211,5.525037,-0.72910124,ACC_0262
-0.87124676,6.973061,5.088971,-1.8197827,4.7941327,-1.3088851,6.3751693,-2.124734,-3.017438,-1.0234979,4.475357,7.7121053,-0.014241438,-1.3337808,5.6199636,-1.0358264,ACC_0263
-0.57286906,7.5992627,5.2392135,-1.6773655,5.309962,-1.3430583,6.9207625,-2.4152443,-3.3533027,-1.2777407,4.951796,8.382391,-0.0149169965,-1.4050978,5.8242407,-1.0503838,ACC_0264
-0.6765806,7.2490172,4.940581,-1.6157482,5.099315,-1.1906205,6.6516213,-2.4456918,-3.038019,-1.2539991,4.6589975,7.911489,-0.014709238,-1.4037938,5.777592,-0.87915176,ACC_0265
-0.7458172,7.812488,5.281981,-1.8546432,5.5503044,-1.3935171,7.176891,-2.5734057,-3.311791,-1.3049936,5.0211697,8.535747,-0.014727183,-1.436712,6.0300307,-1.0222005,ACC_0266
-0.64897037,7.3708572,5.098777,-1.646068,5.171709,-1.2779158,6.6796594,-2.4487457,-3.157589,-1.2593347,4.735119,8.105425,-0.014622316,-1.3838937,5.7758427,-0.93307817,ACC_0267
-0.8070431,7.014376,5.041977,-1.8144886,4.826112,-1.2687306,6.3593087,-2.1327493,-3.0458717,-1.035304,4.4975557,7.723481,-0.014243318,-1.3330216,5.6120534,-1.0259203,ACC_0268
-0.74645686,7.754834,5.2453265,-1.8762919,5.4767814,-1.4123207,7.217897,-2.454514,-3.376548,-1.2568351,5.0579147,8.555047,-0.013876664,-1.4113164,5.930639,-1.1117632,ACC_0269
-0.6794019,7.5266447,5.1843495,-1.7134838,5.302116,-1.3097746,6.889891,-2.493253,-3.221477,-1.2726051,4.8699083,8.27581,-0.014876204,-1.4156301,5.8899226,-0.9819857,ACC_0270
-0.7710387,7.718127,5.0339117,-1.8586273,5.490967,-1.33262,7.2271404,-2.500514,-3.2637677,-1.2825333,4.964339,8.357419,-0.013967961,-1.4313802,5.9558616,-1.012762,ACC_0271
-0.8329158,6.8796525,4.7389607,-1.7949209,4.803647,-1.2465876,6.436441,-2.0635834,-3.043316,-1.0217642,4.506314,7.6102586,-0.013180343,-1.3274487,5.504083,-1.0483891,ACC_0272
-1.0267746,7.083447,4.878517,-2.0136898,4.914064,-1.2021929,6.6310115,-2.1764996,-2.9058738,-1.0153564,4.5286746,7.730416,-0.013203353,-1.3587606,5.753225,-1.0210866,ACC_0273
-0.63372797,7.4331098,5.131794,-1.6409467,5.219556,-1.2746046,6.767674,-2.4632823,-3.1756768,-1.2763177,4.7917247,8.149807,-0.015092406,-1.4110419,5.830473,-0.94029045,ACC_0274
-0.6854264,7.614843,5.0320287,-1.7581952,5.3710895,-1.35538,7.1530504,-2.4064028,-3.3262618,-1.2708514,4.9390574,8.309662,-0.014038565,-1.4100049,5.831776,-1.0630648,ACC_0275
-0.9110329,6.8517556,4.9826326,-1.7752736,4.6291776,-1.3904239,6.46979,-1.921249,-3.0862107,-0.98125577,4.4080825,7.633164,-0.012864911,-1.2740319,5.4284244,-1.1080687,ACC_0276
-0.6366524,7.342397,5.114876,-1.6151239,5.161553,-1.2756337,6.7011743,-2.449705,-3.154017,-1.2611126,4.7485833,8.081624,-0.015057098,-1.4033427,5.791713,-0.93822765,ACC_0277
-0.9035859,6.6411376,4.950947,-1.7369859,4.509907,-1.2093993,6.062924,-2.0416725,-2.8292627,-0.97393644,4.2553077,7.4019513,-0.01372343,-1.2982792,5.485174,-0.9593632,ACC_0278
-0.71339816,6.8265066,4.7195463,-1.5080512,4.8371787,-1.084072,6.309857,-2.4153152,-2.7880423,-1.2078081,4.390621,7.4566865,-0.014657614,-1.3927516,5.6486573,-0.76731527,ACC_0279
-0.9357543,7.1363297,5.0585933,-1.9401058,4.88286,-1.3935288,6.7454433,-2.00714,-3.1660032,-0.9998475,4.6347837,7.9160295,-0.01294797,-1.3184555,5.5998406,-1.180686,ACC_0280
-1.0124024,6.3469033,4.53519,-1.7744113,4.3498645,-1.136437,6.127607,-1.8882173,-2.701283,-0.8960229,4.1457415,7.064686,-0.011992055,-1.2823843,5.321472,-0.9937372,ACC_0281
-0.7788447,7.4027467,4.975903,-1.7469567,5.233408,-1.3482188,7.020167,-2.3753333,-3.205058,-1.2266495,4.806078,8.121792,-0.013565015,-1.3931181,5.775865,-1.0211091,ACC_0282
-0.6447023,7.553455,5.119422,-1.7211167,5.345204,-1.2733446,6.874802,-2.5117974,-3.2087362,-1.2846726,4.8741374,8.248715,-0.014934122,-1.4232662,5.8926587,-0.9596666,ACC_0283
-0.96829534,6.700048,4.8981423,-1.8007768,4.598693,-1.224917,6.19196,-2.090937,-2.8193274,-0.98178065,4.2685833,7.41902,-0.013486246,-1.3073905,5.5397935,-0.9518665,ACC_0284
-0.6719697,7.067899,4.7563047,-1.5559175,5.0045094,-1.0907658,6.430742,-2.4825296,-2.8804288,-1.2544742,4.488475,7.63462,-0.014798071,-1.3998283,5.732611,-0.7624864,ACC_0285
-0.6810458,7.366051,4.984689,-1.6921163,5.2071404,-1.2711592,6.857563,-2.4144402,-3.1753898,-1.2399671,4.8014874,8.08775,-0.014264658,-1.4040949,5.780123,-0.9931766,ACC_0286
-0.6948424,7.867115,5.0873117,-1.8984123,5.626991,-1.32032,7.2927613,-2.5591316,-3.3420992,-1.3056396,5.09489,8.513859,-0.014395944,-1.4527671,6.020881,-1.0539541,ACC_0287
-0.9076755,6.852121,4.9855814,-1.7830871,4.618865,-1.3698463,6.5187283,-1.9037695,-3.1057885,-0.97051394,4.460558,7.6637244,-0.012880988,-1.2890391,5.4486547,-1.1460674,ACC_0288
-0.9403615,6.984819,4.971456,-1.8755118,4.7987757,-1.3541306,6.5924053,-2.0371675,-3.0717316,-1.0009028,4.497885,7.7239614,-0.013092493,-1.314988,5.5680385,-1.0984659,ACC_0289
-0.70527565,7.8576374,5.242141,-1.8723015,5.5389013,-1.4515498,7.327848,-2.406274,-3.4684248,-1.2631593,5.136179,8.611864,-0.013941063,-1.4122682,5.906343,-1.1516371,ACC_0290
-0.8501802,7.568181,5.3564215,-2.0220492,5.1624703,-1.4964434,7.023501,-2.0705898,-3.4327774,-1.050471,4.9424677,8.4030905,-0.0136223715,-1.3419023,5.7524414,-1.2984679,ACC_0291
-0.7738427,7.900645,5.1112657,-1.9213222,5.650302,-1.3745192,7.39332,-2.561499,-3.3507278,-1.3051585,5.078537,8.527065,-0.0141665,-1.4509556,6.0491867,-1.037576,ACC_0292
-0.7286778,7.6866794,5.042679,-1.8298599,5.4743404,-1.3565311,7.2033553,-2.4689019,-3.3045259,-1.2758267,4.9748106,8.352369,-0.014001662,-1.4260161,5.9059362,-1.0426028,ACC_0293
-0.9876555,6.73262,5.000566,-1.803345,4.561503,-1.3672122,6.397192,-1.940842,-2.9867566,-0.9518184,4.3577414,7.5713353,-0.012793745,-1.2809027,5.450686,-1.0983794,ACC_0294
-0.79450864,7.5734286,5.3058805,-2.0081496,5.2115793,-1.4317569,6.923154,-2.1395497,-3.375527,-1.080094,4.8988667,8.33429,-0.014025712,-1.3611395,5.7823005,-1.2149082,ACC_0295
-0.8253583,6.8097997,4.498954,-1.5740988,4.798407,-1.0938641,6.5332375,-2.2914202,-2.7666514,-1.1833638,4.3614597,7.3761635,-0.0132279955,-1.374634,5.5785723,-0.810039,ACC_0296
-0.8206445,7.1302648,5.20852,-1.8255837,4.8499837,-1.3406318,6.438572,-2.1112916,-3.1238818,-1.046086,4.557313,7.894627,-0.014270619,-1.3245595,5.641887,-1.0626779,ACC_0297
-0.5722859,7.5383167,5.2037106,-1.6312326,5.2854433,-1.315071,6.861648,-2.4541552,-3.2940862,-1.2895253,4.8916035,8.278004,-0.015348749,-1.417805,5.8415484,-0.99502516,ACC_0298
-0.572575,7.798118,5.298069,-1.7442764,5.519206,-1.3571116,7.036141,-2.5481632,-3.3782578,-1.3243558,5.0355616,8.513664,-0.015485376,-1.438777,5.9631553,-1.0190362,ACC_0299
-0.6279473,7.652695,5.2984896,-1.7334611,5.3960705,-1.3382095,6.8909373,-2.5385647,-3.291317,-1.294676,4.936132,8.420141,-0.015213532,-1.4164716,5.926789,-0.99275863,ACC_0300
-0.8992262,7.306472,5.2059355,-1.9639856,5.012382,-1.3848954,6.7192535,-2.1295598,-3.1911695,-1.0446967,4.691959,8.07147,-0.013655301,-1.3377279,5.7262673,-1.130042,ACC_0301
-0.63416135,7.4631476,5.103279,-1.6911095,5.297811,-1.2009777,6.7157645,-2.5728662,-3.1106887,-1.2861236,4.8050117,8.1463585,-0.015425367,-1.4325999,5.9172735,-0.89291763,ACC_0302
-0.80287963,7.531435,4.9759636,-1.8162657,5.3431077,-1.3284899,7.122395,-2.4263244,-3.2152028,-1.2398899,4.8706317,8.205368,-0.013526551,-1.4103572,5.86151,-1.0070858,ACC_0303
-0.9419464,6.9380517,4.9921794,-1.839346,4.7192307,-1.337665,6.4362807,-2.033326,-3.0135918,-1.0071979,4.3916707,7.669404,-0.0129756825,-1.2838279,5.530803,-1.0273737,ACC_0304
-0.72589076,7.7437034,5.1198597,-1.8345532,5.5094757,-1.3881099,7.2394233,-2.4945707,-3.3399704,-1.2880437,5.007805,8.436194,-0.0142066255,-1.4278798,5.9373307,-1.0607252,ACC_0305
-0.69598866,7.755344,5.1349616,-1.8350213,5.5100117,-1.364473,7.1721053,-2.4998648,-3.3339105,-1.2903483,5.010778,8.449514,-0.0142758535,-1.4245325,5.9342895,-1.0488123,ACC_0306
-0.6595876,7.526541,5.0688944,-1.7204156,5.346423,-1.2467824,6.8316855,-2.5564466,-3.1607006,-1.2912041,4.8235393,8.18631,-0.014996037,-1.4231583,5.9063535,-0.9170989,ACC_0307
-0.72714704,7.5108695,5.0764155,-1.7424877,5.339494,-1.222809,6.7621818,-2.6217897,-3.0608208,-1.3001556,4.7460055,8.142196,-0.0150402635,-1.4213997,5.958737,-0.8440993,ACC_0308
-0.5480334,7.393677,5.1250873,-1.5754114,5.1608114,-1.2732888,6.7368274,-2.392022,-3.2449753,-1.2679744,4.8170342,8.139143,-0.015194306,-1.404526,5.755573,-0.9829824,ACC_0309
-0.7081199,7.519725,4.9800878,-1.7507446,5.3281064,-1.3094225,6.9831586,-2.445938,-3.2105558,-1.268753,4.8329554,8.17762,-0.014022812,-1.4031496,5.823401,-0.9833586,ACC_0310
-0.66655874,7.1951866,4.8795347,-1.6205853,5.114695,-1.1823769,6.6346393,-2.4526148,-3.0201435,-1.2438736,4.6558857,7.8464184,-0.014713596,-1.4126521,5.7586427,-0.88228333,ACC_0311
-0.6794145,7.6036544,5.088293,-1.7465132,5.3572807,-1.3069302,7.0326185,-2.4577565,-3.253709,-1.2818288,4.90983,8.292326,-0.014521267,-1.4202607,5.8823957,-1.0049226,ACC_0312
-0.6018261,7.9323273,5.322039,-1.8305128,5.5863237,-1.417395,7.260515,-2.476387,-3.4953399,-1.309681,5.161464,8.695081,-0.014707997,-1.4286839,5.957715,-1.1275151,ACC_0313
-0.6548217,7.5677304,5.088825,-1.7098368,5.310186,-1.3355232,7.017506,-2.4054236,-3.2986493,-1.2723322,4.902976,8.280813,-0.014339955,-1.4051412,5.821276,-1.0316678,ACC_0314
-0.70058954,7.48146,5.069341,-1.6842688,5.2678437,-1.3188742,6.909128,-2.4625945,-3.198677,-1.2785941,4.792167,8.162783,-0.01457663,-1.4036137,5.8381004,-0.9533907,ACC_0315
-0.8552379,6.783138,5.0862517,-1.7187725,4.570236,-1.305386,6.2224298,-1.9972599,-2.9940743,-0.99011815,4.3730803,7.589233,-0.013962867,-1.299149,5.48605,-1.0456353,ACC_0316
-0.9217214,7.175566,5.1519256,-1.9262364,4.901962,-1.4858909,6.7886214,-1.9749392,-3.2518854,-0.9990281,4.6703444,7.9970326,-0.012997783,-1.3033346,5.5615673,-1.2319424,ACC_0317
-0.8472921,7.218207,5.2809086,-1.8742058,4.931477,-1.3714546,6.5519567,-2.14147,-3.1582527,-1.0486177,4.647514,8.003603,-0.014515324,-1.3467939,5.712453,-1.1072379,ACC_0318
-0.92427826,7.197639,5.04796,-1.9231735,4.923345,-1.41717,6.6970034,-2.032849,-3.1572378,-1.0277405,4.585925,7.897383,-0.013017431,-1.2963978,5.583496,-1.1219509,ACC_0319
-0.67049277,7.256638,4.886169,-1.6005521,5.0975003,-1.226246,6.703134,-2.4023547,-3.088893,-1.2540374,4.6547174,7.896421,-0.014348,-1.3895652,5.726971,-0.89804107,ACC_0320
-0.787512,7.2067018,4.8262663,-1.6789284,5.059764,-1.3061434,6.822376,-2.3061383,-3.096733,-1.2059164,4.638581,7.888648,-0.013115967,-1.3551613,5.6433125,-0.9722829,ACC_0321
-0.6932319,7.630835,5.2339725,-1.777587,5.3783374,-1.418758,7.098084,-2.4242811,-3.3654513,-1.2573465,4.982919,8.442912,-0.014245099,-1.402344,5.853637,-1.1004392,ACC_0322
-0.7198993,7.6717086,5.068848,-1.8205447,5.4355474,-1.3675295,7.122616,-2.4681153,-3.311584,-1.2724597,4.9437723,8.369898,-0.01387972,-1.3986199,5.8683357,-1.0504587,ACC_0323
-0.79865336,6.82984,5.0722694,-1.7241882,4.6062374,-1.2887453,6.2615824,-1.9784476,-3.0466256,-0.9907627,4.4445734,7.636951,-0.014028075,-1.3084413,5.4801106,-1.0840267,ACC_0324
-0.8968594,7.055683,5.1233783,-1.8798777,4.8119807,-1.3614498,6.5490947,-2.0406222,-3.1191432,-1.0034138,4.5679364,7.8623247,-0.013418667,-1.3161288,5.5958924,-1.1279999,ACC_0325
-0.57022077,7.780524,5.3144293,-1.7171314,5.491703,-1.3438929,6.980392,-2.5607646,-3.351509,-1.3317143,5.002502,8.485824,-0.015692173,-1.4384056,5.9715295,-0.98707914,ACC_0326
-0.83379394,7.4491,5.4221053,-1.9538388,5.0734487,-1.5064592,6.7334523,-2.1068966,-3.348822,-1.0601835,4.7669744,8.292379,-0.013757072,-1.3056309,5.6922407,-1.1858355,ACC_0327
-0.99171317,6.3805037,4.7754793,-1.6987474,4.324395,-1.2554,6.1141896,-1.8927871,-2.7995558,-0.9104079,4.1516266,7.1835237,-0.012686186,-1.2707822,5.32604,-1.0213914,ACC_0328
-0.80031526,7.252747,4.658763,-1.787944,5.2120833,-1.1389294,6.859399,-2.45999,-2.964686,-1.2197527,4.688152,7.830153,-0.013446726,-1.4182281,5.8028655,-0.9012537,ACC_0329
-0.9370023,6.963196,5.153859,-1.8358793,4.7129974,-1.3876861,6.5040765,-2.0053427,-3.0851052,-0.99128586,4.503033,7.7985835,-0.013474672,-1.3067108,5.5646634,-1.1235945,ACC_0330
-0.7217357,7.1853566,4.96241,-1.6177006,5.051343,-1.258829,6.652311,-2.403637,-3.0565286,-1.2309462,4.623486,7.901009,-0.014257047,-1.3794909,5.7186637,-0.9106773,ACC_0331
-0.6558623,7.871042,5.307157,-1.7949166,5.5144653,-1.4909188,7.1893945,-2.442465,-3.472991,-1.3050797,5.0476613,8.61056,-0.014353171,-1.3847154,5.872938,-1.1049553,ACC_0332
-0.87243557,7.4894238,5.271552,-2.0064828,5.131825,-1.5307246,6.994231,-2.0295599,-3.3948498,-1.0401763,4.8716636,8.282345,-0.0133465985,-1.3236893,5.6707206,-1.2875328,ACC_0333
-0.68919235,7.83221,5.199151,-1.8538289,5.533887,-1.4210004,7.308255,-2.433459,-3.4445105,-1.2753482,5.1089354,8.569787,-0.014084454,-1.4203415,5.917333,-1.1286557,ACC_0334
-1.1314678,6.822867,4.8358355,-1.9503738,4.6770387,-1.3254894,6.612823,-1.9803467,-2.8913422,-0.9517834,4.3823705,7.5623317,-0.011995608,-1.2980328,5.540807,-1.0771693,ACC_0335
-0.7262805,7.507275,5.0184855,-1.7877594,5.3097725,-1.2720574,6.9796224,-2.453439,-3.1904168,-1.2487564,4.8747215,8.225647,-0.014031608,-1.4107605,5.859531,-1.0103573,ACC_0336
-0.8912597,6.754756,4.9462433,-1.7598032,4.6109047,-1.2241677,6.2201734,-2.0633297,-2.8899012,-0.99236625,4.3480535,7.47956,-0.014012406,-1.3243794,5.5412765,-0.9954301,ACC_0337
-0.71348,7.40017,5.029906,-1.7039349,5.2408857,-1.266662,6.820713,-2.4822493,-3.1184926,-1.2611625,4.7630324,8.090253,-0.014575997,-1.4105915,5.840942,-0.9331418,ACC_0338
-0.68002594,7.668238,5.145328,-1.7933335,5.4520755,-1.2487048,6.9511476,-2.5883965,-3.1832805,-1.3026754,4.9279375,8.332733,-0.0150972735,-1.4458077,6.0001016,-0.93962264,ACC_0339
-0.67367685,7.446054,4.9239817,-1.690165,5.224572,-1.2776898,6.976622,-2.3595188,-3.2197485,-1.2553266,4.825296,8.110442,-0.013957873,-1.4009035,5.7635083,-1.0062747,ACC_0340
-0.8717336,6.8980327,4.887684,-1.8236234,4.73645,-1.2159342,6.3753486,-2.0687585,-2.9507241,-1.0079627,4.4420753,7.571908,-0.01370166,-1.3355145,5.5760045,-1.0192132,ACC_0341
-0.9179846,7.190211,5.106038,-1.9415711,4.9435596,-1.3915944,6.732719,-2.0706804,-3.1736844,-1.0203545,4.6511846,7.9559007,-0.013327524,-1.3328093,5.6556973,-1.1536319,ACC_0342
-0.98760223,6.6627502,4.940952,-1.7944568,4.522295,-1.2969404,6.2451377,-1.9794419,-2.8931465,-0.95155954,4.279465,7.4677215,-0.012773282,-1.2759788,5.452541,-1.0238788,ACC_0343
-0.7053407,7.5850463,5.1600847,-1.7648426,5.3190713,-1.378137,6.98332,-2.420554,-3.3061328,-1.2574472,4.894637,8.356495,-0.013866246,-1.379015,5.8193593,-1.0441664,ACC_0344
-1.0569673,7.103967,4.9983096,-1.9724199,4.890866,-1.4272316,6.811172,-2.0378575,-3.0850034,-1.0001135,4.557297,7.830993,-0.012672893,-1.3163221,5.626556,-1.1393206,ACC_0345
-0.79703844,7.454634,5.114607,-1.7031707,5.1899676,-1.4514413,7.0147257,-2.3444626,-3.266538,-1.2426529,4.775742,8.21414,-0.013582655,-1.3550098,5.740762,-1.0404842,ACC_0346
-0.85328424,7.0264473,5.1712446,-1.8035779,4.7885675,-1.3393849,6.423883,-2.0939183,-3.0763254,-1.0284045,4.521992,7.7981324,-0.014409924,-1.3335392,5.6232915,-1.0727583,ACC_0347
-0.64635617,7.3694806,5.0618753,-1.6341375,5.216539,-1.2450691,6.710918,-2.5016282,-3.1154716,-1.275199,4.7440524,8.049255,-0.015179217,-1.418398,5.8371906,-0.89924914,ACC_0348
-0.30227464,6.8398895,4.038817,-1.3860841,5.200299,-1.0232927,6.378886,-2.423231,-3.1013515,-1.2645419,4.848004,7.561422,-0.014143783,-1.447874,5.4293294,-0.9370005,ACC_0349
-0.7843895,6.945952,4.7814035,-1.5896897,4.887104,-1.1936334,6.553636,-2.3386414,-2.9084258,-1.1912055,4.4864926,7.6411967,-0.013773611,-1.3727295,5.6359463,-0.8769445,ACC_0350
-0.7093204,8.451378,5.5818152,-2.0236351,5.9963036,-1.6027287,7.6835175,-2.6427202,-3.6653776,-1.3820287,5.39233,9.165278,-0.014923565,-1.4471024,6.1999784,-1.1761813,ACC_0351
-0.71030813,7.719088,5.1956606,-1.8021992,5.4157205,-1.3833998,7.10279,-2.4644916,-3.3381352,-1.2831961,4.957344,8.460588,-0.014107614,-1.3952396,5.895119,-1.0468724,ACC_0352
-0.6585873,7.6096306,5.0986996,-1.738453,5.3621182,-1.3837265,7.097735,-2.4052427,-3.361484,-1.2688892,4.9435167,8.342869,-0.014143281,-1.3997207,5.8125253,-1.0743225,ACC_0353
-0.78972423,7.63343,5.149114,-1.8338655,5.4454665,-1.3927113,7.1451254,-2.531694,-3.2666326,-1.2694522,4.929789,8.371464,-0.014256817,-1.4189035,5.943043,-1.0334829,ACC_0354
-0.6118354,7.354935,5.0816674,-1.6668283,5.233995,-1.2330464,6.6957774,-2.5153415,-3.1545694,-1.2534727,4.8006177,8.107732,-0.015183581,-1.417465,5.8272314,-0.9550345,ACC_0355
-0.6885171,7.1077747,4.8697324,-1.5828145,5.041315,-1.1441368,6.5219893,-2.4735353,-2.9305158,-1.2446808,4.5708585,7.7436123,-0.014947921,-1.4134525,5.7658553,-0.82137114,ACC_0356
-0.87478566,6.8003173,5.0763216,-1.7725602,4.6040726,-1.3185467,6.270037,-1.9901572,-3.0130343,-0.9757765,4.4038005,7.634347,-0.013516858,-1.292195,5.4798894,-1.0747198,ACC_0357
-0.75024897,7.334265,4.8773985,-1.6822791,5.1408596,-1.2972859,6.9006042,-2.347872,-3.1419477,-1.2406464,4.701856,7.993324,-0.013517415,-1.3750545,5.715585,-0.9667356,ACC_0358
-0.72988564,7.4177594,4.791195,-1.7880672,5.3068953,-1.1538426,6.9017835,-2.501008,-3.0472298,-1.2560264,4.7849774,8.006087,-0.014054849,-1.4304618,5.8666005,-0.919255,ACC_0359
-0.5668548,7.386285,5.1447053,-1.6171137,5.2177615,-1.3266743,6.7613206,-2.421521,-3.2780972,-1.2534678,4.8406205,8.172515,-0.015015891,-1.4006743,5.749291,-1.0180238,ACC_0360
-0.67404306,7.769733,5.201981,-1.7948254,5.4565377,-1.4224628,7.1433434,-2.4388056,-3.4013803,-1.2875406,5.0042477,8.498533,-0.014128238,-1.3916097,5.8660464,-1.0813065,ACC_0361
-0.6668014,7.849934,5.2556543,-1.8308116,5.54486,-1.3627924,7.188514,-2.5285993,-3.3736937,-1.3081071,5.074569,8.570293,-0.014751755,-1.4360652,5.9980264,-1.0542839,ACC_0362
-0.81241536,7.5359683,4.948141,-1.8059088,5.3562574,-1.3235627,7.068272,-2.4767175,-3.1545005,-1.2689096,4.8038855,8.162609,-0.013693905,-1.4060247,5.8742642,-0.9592086,ACC_0363
-0.5573326,6.952351,4.4178147,-1.4398779,5.0901804,-1.0605861,6.2642765,-2.5493994,-2.8788188,-1.3014349,4.495907,7.5115333,-0.014653778,-1.4038951,5.62028,-0.6978182,ACC_0364
-0.6492613,7.8047433,5.2973228,-1.790803,5.4630475,-1.4616233,7.242357,-2.3993018,-3.488236,-1.2808334,5.089049,8.609519,-0.014263378,-1.4021573,5.8722596,-1.151029,ACC_0365
-0.67183375,7.3882575,5.0306015,-1.7146785,5.25554,-1.1748109,6.716329,-2.5466266,-3.0639815,-1.2614642,4.786099,8.081325,-0.015053412,-1.4316485,5.8961387,-0.9041014,ACC_0366
-0.69205576,7.5478015,4.9852347,-1.7530384,5.3776436,-1.238031,6.956619,-2.527601,-3.1475477,-1.2890131,4.8533373,8.162742,-0.014736633,-1.4394909,5.9187837,-0.93234646,ACC_0367
-0.7396298,7.456009,5.0045085,-1.7197388,5.209643,-1.3951718,6.9888115,-2.309639,-3.2695856,-1.2290984,4.8185916,8.171663,-0.013405051,-1.3572228,5.696928,-1.0584646,ACC_0368
-0.9524059,7.315478,5.1765313,-2.0140135,5.0146117,-1.4615806,6.8895273,-2.0275667,-3.2484384,-1.0115426,4.755158,8.114873,-0.012971967,-1.3227257,5.661178,-1.2346208,ACC_0369
-0.9045576,6.8842716,5.1553607,-1.8070974,4.6580133,-1.3948318,6.433021,-1.97183,-3.1014748,-0.97261965,4.4875107,7.765548,-0.013414266,-1.2947744,5.502526,-1.1471658,ACC_0370
-0.85851043,7.2623205,5.350058,-1.9031403,4.915318,-1.4974265,6.721745,-2.0097928,-3.3267379,-1.0174236,4.7217197,8.163861,-0.013473285,-1.3027401,5.6105533,-1.2335701,ACC_0371
-0.974192,6.9877267,5.0803723,-1.9095162,4.782447,-1.3782197,6.5886064,-2.0326996,-3.0801144,-0.9815199,4.533068,7.812124,-0.013030178,-1.3107085,5.5879664,-1.1376706,ACC_0372
-0.92239326,6.825301,5.014964,-1.7891247,4.63703,-1.2993616,6.2695527,-2.0443435,-2.9474459,-0.99819946,4.3347936,7.578736,-0.013374845,-1.2900559,5.519566,-0.99410355,ACC_0373
-0.70424974,7.731103,5.035133,-1.8456883,5.558603,-1.2278446,7.086741,-2.649345,-3.1853025,-1.3144122,4.96674,8.327308,-0.015044953,-1.4668441,6.0589676,-0.937505,ACC_0374
-0.902635,7.404054,4.8669167,-1.8428847,5.3028946,-1.2690316,7.040165,-2.498153,-3.0478864,-1.2298532,4.750102,8.033012,-0.013444279,-1.417148,5.899253,-0.9251765,ACC_0375
-0.7699587,7.8534827,5.1328692,-1.9162718,5.606636,-1.3806473,7.3403115,-2.538254,-3.3539238,-1.2883757,5.070231,8.5253725,-0.014026284,-1.4390198,6.015149,-1.0567487,ACC_0376
-0.8761032,7.172335,5.117463,-1.8769826,4.898103,-1.3932091,6.6994004,-2.0428638,-3.1879683,-1.0314583,4.630668,7.9238524,-0.01365681,-1.3330772,5.627354,-1.1468884,ACC_0377
-0.90903425,6.9871,5.0656075,-1.8644361,4.774498,-1.3307594,6.5003533,-2.0424356,-3.0632298,-0.997168,4.5274973,7.770257,-0.013485504,-1.3218366,5.5884347,-1.104877,ACC_0378
-0.9254519,6.95951,4.969096,-1.8891313,4.8194895,-1.2305208,6.3831244,-2.1687381,-2.931164,-1.0136701,4.4619703,7.656162,-0.013833991,-1.3419007,5.6668277,-1.0006459,ACC_0379
-0.87059444,7.5898557,5.3381186,-2.050658,5.2179565,-1.5383064,7.0680103,-2.0776994,-3.4411502,-1.0497841,4.9512563,8.403965,-0.013496298,-1.3386259,5.7422004,-1.3087572,ACC_0380
-0.790104,6.9901023,4.85289,-1.599596,4.8932357,-1.2645885,6.5734744,-2.3153718,-2.984934,-1.1873757,4.499036,7.7330155,-0.013412047,-1.3449794,5.6019115,-0.9132229,ACC_0381
-0.86242497,7.178312,5.203205,-1.8710585,4.877727,-1.4751154,6.736462,-1.9803596,-3.2870193,-1.0133892,4.6690345,8.01532,-0.013362763,-1.3075567,5.5637755,-1.2197268,ACC_0382
-0.8777217,7.126064,5.140921,-1.8856364,4.859443,-1.3936938,6.5978703,-2.0498133,-3.1856184,-1.0158459,4.5887384,7.9310718,-0.013291011,-1.302449,5.591912,-1.1343758,ACC_0383
-1.020072,7.2283945,5.027588,-2.0522807,5.051813,-1.3851625,6.8546453,-2.1630778,-3.1231146,-1.0168703,4.65785,7.9636836,-0.0129552325,-1.3436352,5.7378273,-1.1398757,ACC_0384
-0.6471367,7.8016224,5.244397,-1.7913936,5.5104084,-1.3818728,7.15987,-2.5061786,-3.3837395,-1.3070832,5.0418735,8.523057,-0.014819359,-1.4293507,5.9529195,-1.0550185,ACC_0385
-0.60281533,7.281938,5.0630665,-1.5861825,5.1428976,-1.2388198,6.6309285,-2.458924,-3.123382,-1.2595441,4.725884,8.000325,-0.015273882,-1.4116212,5.776027,-0.917169,ACC_0386
-0.8010637,7.4071574,5.1264405,-1.7712798,5.2356963,-1.4046541,6.9861836,-2.4009128,-3.2241232,-1.2176547,4.826967,8.229902,-0.013680019,-1.3825554,5.7919364,-1.0593789,ACC_0387
-0.6327638,7.7397037,5.32499,-1.7529708,5.459754,-1.3612694,6.965648,-2.5606978,-3.330008,-1.3098326,4.975149,8.490265,-0.015242204,-1.4207209,5.9636893,-0.9977205,ACC_0388
