tx_id,source_id,target_id,amount,timestamp,is_first_time_transfer,device_switch_last_24h,session_duration_sec,ratio_to_daily_avg,auth_factor_used,channel,is_scam
TX_004514,ACC_0588,ACC_0931,661.76,2026-08-09 20:54:00,1,0,44,0.74,pin,kplus_app,0
TX_005513,ACC_1117,ACC_0982,74.92,2026-08-09 20:54:00,0,0,43,1.11,pin,kplus_app,0
TX_005060,ACC_0973,ACC_0619,299.29,2026-08-09 20:55:00,0,0,38,1.17,pin,kplus_app,0
TX_005122,ACC_0914,ACC_0783,1304.38,2026-08-09 20:58:00,0,0,53,0.65,pin,kplus_app,0
TX_003858,ACC_0085,ACC_0942,352.92,2026-08-09 20:59:00,0,0,26,1.1,pin,kplus_app,0
TX_002262,ACC_0453,ACC_1174,2441.76,2026-08-09 21:16:00,0,0,60,0.24,pin,kplus_app,0
TX_002681,ACC_0310,ACC_0232,716.37,2026-08-09 21:19:00,1,0,39,0.49,pin,kplus_app,0
TX_003761,ACC_0246,ACC_0423,859.78,2026-08-09 21:21:00,1,0,29,1.11,pin,kplus_app,0
TX_003066,ACC_0495,ACC_0777,1272.52,2026-08-09 21:24:00,0,0,41,0.84,pin,kplus_app,0
TX_002431,ACC_1041,ACC_0906,482.11,2026-08-09 21:24:00,1,0,57,1.18,face_scan,kplus_app,0
TX_004944,ACC_0877,ACC_0711,1934.1,2026-08-09 21:25:00,0,0,46,0.76,pin,kplus_app,0
TX_004045,ACC_1166,ACC_0605,659.68,2026-08-09 21:31:00,0,0,57,1.5,pin,kplus_app,0
TX_003017,ACC_0551,ACC_0066,437.71,2026-08-09 21:45:00,0,0,57,1.03,pin,kplus_app,0
TX_001888,ACC_0386,ACC_0986,186.46,2026-08-09 21:48:00,0,0,40,0.87,pin,kplus_app,0
TX_000598,ACC_0322,ACC_0736,1530.5,2026-08-09 21:49:00,1,0,56,1.12,pin,kplus_app,0
TX_002306,ACC_0913,ACC_0841,255.69,2026-08-09 21:52:00,0,0,29,0.83,pin,kplus_app,0
TX_002251,ACC_0177,ACC_0943,402.31,2026-08-09 21:58:00,1,0,37,0.65,pin,kplus_app,0
TX_003047,ACC_0893,ACC_0744,61.29,2026-08-09 22:04:00,0,0,64,0.37,pin,kplus_app,0
TX_002689,ACC_0813,ACC_0153,611.51,2026-08-09 22:04:00,1,0,38,1.21,pin,kplus_app,0
TX_000108,ACC_1112,ACC_0555,67.47,2026-08-09 22:05:00,1,0,60,1.22,pin,kplus_app,0
TX_005436,ACC_0749,ACC_0343,269.61,2026-08-09 22:05:00,0,0,51,0.32,pin,kplus_app,0
TX_001454,ACC_0420,ACC_0825,365.0,2026-08-09 22:05:00,0,0,42,0.94,pin,kplus_app,0
TX_002579,ACC_0338,ACC_0066,48.24,2026-08-09 22:12:00,1,0,59,1.44,pin,kplus_app,0
TX_001032,ACC_1118,ACC_1056,402.52,2026-08-09 22:15:00,1,0,46,0.24,face_scan,kplus_app,0
TX_004276,ACC_0951,ACC_0157,187.76,2026-08-09 22:27:00,0,0,56,0.93,pin,kplus_app,0
TX_005022,ACC_0419,ACC_0200,720.56,2026-08-09 22:35:00,0,0,40,0.83,face_scan,kplus_app,0
TX_002490,ACC_0665,ACC_0904,130.73,2026-08-09 22:40:00,0,0,37,1.22,pin,kplus_app,0
TX_001214,ACC_0988,ACC_0130,100.23,2026-08-09 22:45:00,1,0,51,0.88,pin,kplus_app,0
TX_002099,ACC_0596,ACC_0737,2393.21,2026-08-09 22:49:00,1,0,39,1.21,pin,kplus_app,0
TX_002604,ACC_0353,ACC_0267,1390.17,2026-08-09 23:06:00,0,0,54,0.41,pin,kplus_app,0
TX_004315,ACC_0221,ACC_0723,938.0,2026-08-09 23:06:00,1,0,43,0.14,pin,kplus_app,0
TX_001128,ACC_0188,ACC_0073,959.66,2026-08-09 23:14:00,0,0,43,0.96,pin,kplus_app,0
TX_005979,ACC_0871,ACC_0158,1585.33,2026-08-09 23:18:00,0,0,46,0.73,face_scan,kplus_app,0
TX_004961,ACC_0675,ACC_0778,99.85,2026-08-10 00:02:00,0,0,68,0.94,pin,kplus_app,0
TX_001338,ACC_0708,ACC_0199,278.47,2026-08-10 00:05:00,0,0,41,0.13,pin,kplus_app,0
TX_000457,ACC_1132,ACC_0920,2738.04,2026-08-10 00:10:00,1,0,40,0.59,face_scan,kplus_app,0
TX_004148,ACC_0867,ACC_0511,424.59,2026-08-10 00:13:00,0,0,30,0.68,pin,kplus_app,0
TX_005237,ACC_0555,ACC_0244,217.77,2026-08-10 00:14:00,0,0,55,0.61,pin,kplus_app,0
TX_004604,ACC_0264,ACC_0171,486.55,2026-08-10 00:21:00,1,0,40,0.47,pin,kplus_app,0
TX_000194,ACC_0362,ACC_0406,1732.19,2026-08-10 00:21:00,1,0,42,0.43,pin,kplus_app,0
TX_004676,ACC_0914,ACC_0861,1422.13,2026-08-10 00:30:00,0,0,28,0.54,face_scan,kplus_app,0
TX_000691,ACC_0402,ACC_0260,302.74,2026-08-10 00:31:00,0,0,55,0.85,pin,kplus_app,0
TX_005198,ACC_0634,ACC_0721,267.72,2026-08-10 00:32:00,0,0,49,1.11,pin,kplus_app,0
TX_000946,ACC_0128,ACC_0963,822.17,2026-08-10 00:49:00,1,0,39,0.46,pin,kplus_app,0
TX_000849,ACC_0426,ACC_0570,580.91,2026-08-10 00:55:00,0,0,61,1.35,pin,kplus_app,0
TX_004412,ACC_0338,ACC_0246,471.17,2026-08-10 01:01:00,0,0,62,0.16,none,kplus_app,0
TX_000491,ACC_0214,ACC_0895,373.07,2026-08-10 01:04:00,0,0,46,0.37,pin,kplus_app,0
TX_002278,ACC_0404,ACC_0101,440.72,2026-08-10 01:08:00,0,0,56,0.28,face_scan,kplus_app,0
TX_000693,ACC_0745,ACC_0808,275.61,2026-08-10 01:09:00,1,0,18,1.04,pin,kplus_app,0
TX_002784,ACC_0140,ACC_1092,53.96,2026-08-10 01:09:00,0,0,38,1.02,pin,kplus_app,0
TX_002325,ACC_0729,ACC_1066,1025.11,2026-08-10 01:16:00,0,0,44,0.76,pin,kplus_app,0
TX_005529,ACC_0771,ACC_0225,71.99,2026-08-10 01:24:00,0,0,38,0.94,pin,kplus_app,0
TX_003484,ACC_0153,ACC_1140,172.38,2026-08-10 01:26:00,1,0,38,0.78,pin,kplus_app,0
TX_002253,ACC_0493,ACC_0412,94.86,2026-08-10 01:26:00,1,0,53,0.1,pin,kplus_app,0
TX_003811,ACC_0108,ACC_1080,583.36,2026-08-10 01:44:00,0,0,54,0.54,pin,kplus_app,0
TX_000708,ACC_0849,ACC_0383,405.59,2026-08-10 01:45:00,1,0,25,1.24,pin,kplus_app,0
TX_002699,ACC_0974,ACC_1124,568.62,2026-08-10 02:02:00,1,0,48,0.15,pin,kplus_app,0
TX_000601,ACC_0883,ACC_0238,335.42,2026-08-10 02:05:00,1,0,48,1.48,pin,kplus_app,0
TX_003436,ACC_1150,ACC_0604,3588.07,2026-08-10 02:06:00,0,0,43,1.41,pin,kplus_app,0
TX_001235,ACC_0398,ACC_0319,103.41,2026-08-10 02:26:00,0,0,40,1.29,face_scan,kplus_app,0
TX_000287,ACC_1128,ACC_0521,149.77,2026-08-10 02:32:00,0,0,38,0.93,pin,kplus_app,0
TX_003510,ACC_1121,ACC_0192,533.37,2026-08-10 02:42:00,0,0,72,0.88,pin,kplus_app,0
TX_004729,ACC_0160,ACC_0762,669.43,2026-08-10 02:43:00,0,1,34,0.52,pin,kplus_app,0
TX_002835,ACC_0486,ACC_0082,158.33,2026-08-10 02:48:00,0,0,40,0.63,pin,kplus_app,0
TX_001058,ACC_1122,ACC_0404,706.09,2026-08-10 02:51:00,1,0,51,1.36,face_scan,kplus_app,0
TX_003285,ACC_1106,ACC_0209,152.64,2026-08-10 03:00:00,1,0,35,0.54,pin,kplus_app,0
TX_000676,ACC_0118,ACC_0119,689.34,2026-08-10 03:03:00,1,0,69,1.19,pin,kplus_app,0
TX_005574,ACC_0513,ACC_0480,110.35,2026-08-10 03:12:00,1,0,24,0.85,pin,kplus_app,0
TX_004882,ACC_0264,ACC_0902,454.59,2026-08-10 03:25:00,1,0,51,0.14,none,kplus_app,0
TX_005392,ACC_0763,ACC_1195,618.89,2026-08-10 03:34:00,0,0,33,1.34,pin,kplus_app,0
TX_002978,ACC_0315,ACC_1074,202.85,2026-08-10 03:35:00,0,0,46,0.43,pin,kplus_app,0
TX_001674,ACC_0119,ACC_0555,108.39,2026-08-10 03:40:00,0,0,61,0.67,pin,kplus_app,0
TX_002582,ACC_0707,ACC_0254,980.41,2026-08-10 03:42:00,1,0,35,0.15,pin,kplus_app,0
TX_004978,ACC_1016,ACC_0445,1480.4,2026-08-10 03:57:00,0,0,26,0.38,none,kplus_app,0
TX_005542,ACC_0810,ACC_0647,726.19,2026-08-10 04:03:00,1,0,51,0.14,face_scan,kplus_app,0
TX_006144,ACC_1119,ACC_0052,242.2,2026-08-10 04:12:00,1,0,43,0.3,pin,kplus_app,1
TX_001209,ACC_0073,ACC_0445,536.91,2026-08-10 04:15:00,0,0,42,0.11,pin,kplus_app,0
TX_002212,ACC_0696,ACC_0111,419.81,2026-08-10 04:15:00,0,0,45,1.48,face_scan,kplus_app,0
TX_006145,ACC_1119,ACC_0052,19203.09,2026-08-10 04:25:00,0,0,350,14.86,pin,kplus_app,1
TX_001924,ACC_0873,ACC_0626,612.23,2026-08-10 04:26:00,0,0,58,1.19,face_scan,kplus_app,0
TX_000123,ACC_0289,ACC_0712,43.25,2026-08-10 04:30:00,1,0,33,1.03,pin,kplus_app,0
TX_002539,ACC_0491,ACC_1195,90.32,2026-08-10 04:43:00,0,0,20,0.48,pin,kplus_app,0
TX_001720,ACC_0766,ACC_0979,2282.03,2026-08-10 04:45:00,0,0,60,0.99,pin,kplus_app,0
TX_005165,ACC_0648,ACC_1027,734.14,2026-08-10 04:45:00,0,0,42,0.64,pin,kplus_app,0
TX_003879,ACC_0965,ACC_0687,65.04,2026-08-10 05:03:00,0,0,60,0.78,pin,kplus_app,0
TX_000921,ACC_0708,ACC_0602,396.13,2026-08-10 05:09:00,0,0,36,0.76,pin,kplus_app,0
TX_004820,ACC_0473,ACC_0064,93.25,2026-08-10 05:14:00,0,0,46,1.21,pin,kplus_app,0
TX_001360,ACC_0943,ACC_0819,1564.51,2026-08-10 05:19:00,0,0,39,0.94,pin,kplus_app,0
TX_004596,ACC_0641,ACC_0284,116.85,2026-08-10 05:23:00,0,0,39,0.38,pin,kplus_app,0
TX_005805,ACC_0095,ACC_0514,72.27,2026-08-10 05:42:00,0,0,41,1.23,face_scan,kplus_app,0
TX_004830,ACC_0088,ACC_0634,3717.6,2026-08-10 05:46:00,0,0,38,0.61,pin,kplus_app,0
TX_004822,ACC_0936,ACC_0283,400.42,2026-08-10 05:56:00,1,0,44,0.49,face_scan,kplus_app,0
TX_003372,ACC_1080,ACC_1101,357.13,2026-08-10 06:07:00,1,0,37,1.02,pin,kplus_app,0
TX_002627,ACC_0867,ACC_1025,1332.61,2026-08-10 06:10:00,0,0,50,0.28,face_scan,kplus_app,0
TX_001971,ACC_0110,ACC_0511,734.89,2026-08-10 06:10:00,0,0,40,0.7,pin,kplus_app,0
TX_005709,ACC_0921,ACC_1122,157.72,2026-08-10 06:45:00,1,0,45,1.39,pin,kplus_app,0
TX_006276,ACC_0260,ACC_0024,247.05,2026-08-10 06:48:00,1,0,39,0.3,pin,kplus_app,1
TX_006277,ACC_0260,ACC_0024,58080.64,2026-08-10 07:00:00,0,0,350,13.21,pin,kplus_app,1
TX_000681,ACC_0061,ACC_0873,1270.29,2026-08-10 07:04:00,0,0,44,0.66,pin,kplus_app,0
TX_003477,ACC_1103,ACC_0578,1499.64,2026-08-10 07:10:00,0,0,46,0.85,pin,kplus_app,0
TX_003985,ACC_0855,ACC_1035,70.92,2026-08-10 07:24:00,0,0,47,1.17,pin,kplus_app,0
TX_000341,ACC_0151,ACC_0918,1396.97,2026-08-10 08:05:00,0,0,75,0.36,pin,kplus_app,0
TX_002483,ACC_0150,ACC_0446,91.41,2026-08-10 08:06:00,0,0,20,1.07,pin,kplus_app,0
TX_004043,ACC_0328,ACC_0436,189.72,2026-08-10 08:27:00,0,1,54,0.29,pin,kplus_app,0
TX_001420,ACC_0499,ACC_0962,574.32,2026-08-10 08:30:00,1,0,49,0.16,pin,kplus_app,0
TX_002592,ACC_0817,ACC_0511,366.34,2026-08-10 08:53:00,0,0,46,0.12,pin,kplus_app,0
TX_000330,ACC_0514,ACC_0522,447.68,2026-08-10 09:07:00,0,0,77,0.9,pin,kplus_app,0
TX_002980,ACC_0628,ACC_0813,2820.05,2026-08-10 09:08:00,0,0,55,0.67,pin,kplus_app,0
TX_002075,ACC_0661,ACC_0634,277.56,2026-08-10 09:14:00,0,0,48,0.19,pin,kplus_app,0
TX_002049,ACC_1121,ACC_0853,1964.4,2026-08-10 09:40:00,1,0,54,0.76,pin,kplus_app,0
TX_002683,ACC_0668,ACC_0807,2538.83,2026-08-10 09:41:00,1,0,57,0.94,pin,kplus_app,0
TX_003544,ACC_0745,ACC_0784,347.18,2026-08-10 09:41:00,1,0,39,0.9,pin,kplus_app,0
TX_005352,ACC_0535,ACC_0379,1233.17,2026-08-10 09:43:00,0,1,42,0.16,pin,kplus_app,0
TX_000786,ACC_0173,ACC_0968,343.1,2026-08-10 09:43:00,0,0,43,0.21,pin,kplus_app,0
TX_002296,ACC_1020,ACC_0268,892.98,2026-08-10 09:59:00,0,0,49,1.39,pin,kplus_app,0
TX_003267,ACC_0063,ACC_0434,1181.99,2026-08-10 10:04:00,0,0,30,0.14,pin,kplus_app,0
TX_002429,ACC_1048,ACC_1125,392.81,2026-08-10 10:07:00,0,0,51,0.47,pin,kplus_app,0
TX_000472,ACC_0409,ACC_1194,66.94,2026-08-10 10:11:00,1,0,49,0.86,pin,kplus_app,0
TX_000039,ACC_0843,ACC_0739,823.17,2026-08-10 10:16:00,0,0,80,1.36,pin,kplus_app,0
TX_003546,ACC_0654,ACC_0066,226.85,2026-08-10 10:21:00,0,0,60,0.5,pin,kplus_app,0
TX_005244,ACC_0892,ACC_0342,81.78,2026-08-10 10:27:00,1,0,49,0.63,pin,kplus_app,0
TX_001030,ACC_1191,ACC_0086,785.14,2026-08-10 10:32:00,0,0,67,0.79,pin,kplus_app,0
TX_000096,ACC_0351,ACC_0992,310.74,2026-08-10 10:46:00,0,0,46,0.52,pin,kplus_app,0
TX_002177,ACC_0773,ACC_1173,377.47,2026-08-10 10:53:00,1,0,45,1.3,pin,kplus_app,0
TX_001939,ACC_1017,ACC_0881,106.35,2026-08-10 10:58:00,1,0,76,1.22,pin,kplus_app,0
TX_002453,ACC_0635,ACC_0578,76.92,2026-08-10 11:04:00,0,0,29,0.22,pin,kplus_app,0
TX_002039,ACC_0184,ACC_0396,347.64,2026-08-10 11:05:00,0,0,39,1.1,pin,kplus_app,0
TX_005090,ACC_0290,ACC_0655,393.24,2026-08-10 11:14:00,0,0,52,1.39,face_scan,kplus_app,0
TX_004896,ACC_0698,ACC_0341,1367.5,2026-08-10 11:23:00,0,0,38,0.83,pin,kplus_app,0
TX_001616,ACC_0476,ACC_0169,697.78,2026-08-10 11:34:00,0,0,55,0.14,pin,kplus_app,0
TX_000962,ACC_0364,ACC_0948,258.25,2026-08-10 11:35:00,0,0,63,0.32,pin,kplus_app,0
TX_003910,ACC_0963,ACC_0315,873.54,2026-08-10 12:02:00,1,0,36,1.05,pin,kplus_app,0
TX_003108,ACC_0319,ACC_0183,507.79,2026-08-10 12:16:00,1,0,63,0.96,pin,kplus_app,0
TX_000159,ACC_0688,ACC_0185,224.82,2026-08-10 12:20:00,1,0,50,1.36,face_scan,kplus_app,0
TX_003639,ACC_0970,ACC_0072,1495.2,2026-08-10 12:21:00,0,0,21,0.28,pin,kplus_app,0
TX_004286,ACC_0907,ACC_1196,3505.89,2026-08-10 12:30:00,1,0,39,1.12,face_scan,kplus_app,0
TX_001492,ACC_0716,ACC_0092,993.19,2026-08-10 12:33:00,1,0,48,1.23,pin,kplus_app,0
TX_005955,ACC_0559,ACC_0686,3759.7,2026-08-10 12:40:00,1,0,14,1.31,pin,kplus_app,0
TX_005693,ACC_0748,ACC_0816,1586.18,2026-08-10 12:41:00,0,0,43,0.89,pin,kplus_app,0
TX_005014,ACC_0116,ACC_0140,1098.42,2026-08-10 12:45:00,0,0,30,1.34,pin,kplus_app,0
TX_001748,ACC_0082,ACC_0228,269.92,2026-08-10 12:53:00,0,0,35,1.2,pin,kplus_app,0
TX_000214,ACC_0529,ACC_1189,372.76,2026-08-10 13:16:00,1,0,54,0.25,pin,kplus_app,0
TX_001378,ACC_1053,ACC_1181,1424.46,2026-08-10 13:16:00,1,0,40,1.15,pin,kplus_app,0
TX_002054,ACC_1040,ACC_0271,47.64,2026-08-10 13:21:00,0,0,23,0.46,pin,kplus_app,0
TX_003986,ACC_1001,ACC_0595,365.14,2026-08-10 13:27:00,0,0,37,0.93,face_scan,kplus_app,0
TX_004836,ACC_0720,ACC_0847,72.14,2026-08-10 13:33:00,0,0,24,1.26,pin,kplus_app,0
TX_005614,ACC_0713,ACC_0478,1295.35,2026-08-10 13:36:00,0,0,52,0.51,pin,kplus_app,0
TX_006136,ACC_0298,ACC_0040,285.04,2026-08-10 13:44:00,1,0,36,0.3,pin,kplus_app,1
TX_002234,ACC_0696,ACC_0968,189.5,2026-08-10 13:49:00,1,0,48,1.12,pin,kplus_app,0
TX_002382,ACC_0193,ACC_0905,872.53,2026-08-10 13:51:00,1,0,58,1.13,pin,kplus_app,0
TX_006137,ACC_0298,ACC_0040,60195.79,2026-08-10 13:57:00,0,0,12,11.24,pin,kplus_app,1
TX_002460,ACC_0339,ACC_0569,54.6,2026-08-10 14:10:00,0,0,49,0.81,pin,kplus_app,0
TX_001665,ACC_0350,ACC_1071,436.78,2026-08-10 14:19:00,1,0,79,0.21,pin,kplus_app,0
TX_005344,ACC_0728,ACC_0644,88.65,2026-08-10 14:29:00,1,0,48,0.19,pin,kplus_app,0
TX_002814,ACC_0703,ACC_0882,423.34,2026-08-10 14:33:00,0,0,50,0.69,pin,kplus_app,0
TX_001601,ACC_0073,ACC_0298,248.04,2026-08-10 14:48:00,1,0,24,1.25,pin,kplus_app,0
TX_001190,ACC_0810,ACC_0289,60.32,2026-08-10 14:58:00,0,0,45,0.58,face_scan,kplus_app,0
TX_000836,ACC_0113,ACC_1019,387.66,2026-08-10 15:02:00,1,0,56,0.43,pin,kplus_app,0
TX_003911,ACC_0061,ACC_1177,1116.68,2026-08-10 15:04:00,0,0,55,0.55,pin,kplus_app,0
TX_005499,ACC_1066,ACC_0204,92.47,2026-08-10 15:14:00,1,0,52,0.61,face_scan,kplus_app,0
TX_001935,ACC_0177,ACC_0108,298.64,2026-08-10 15:25:00,0,0,47,0.2,pin,kplus_app,0
TX_004083,ACC_0660,ACC_0667,156.01,2026-08-10 15:30:00,0,0,47,0.99,pin,kplus_app,0
TX_004959,ACC_1169,ACC_0476,904.84,2026-08-10 15:36:00,1,0,47,0.47,pin,kplus_app,0
TX_004724,ACC_1060,ACC_0146,336.97,2026-08-10 15:46:00,0,0,43,0.4,pin,kplus_app,0
TX_001167,ACC_0755,ACC_0855,803.24,2026-08-10 16:01:00,0,0,51,0.21,pin,kplus_app,0
TX_005943,ACC_0694,ACC_1052,306.56,2026-08-10 16:12:00,1,0,24,0.48,face_scan,kplus_app,0
TX_000788,ACC_0867,ACC_0345,749.92,2026-08-10 16:19:00,0,0,31,0.98,face_scan,kplus_app,0
TX_000737,ACC_0951,ACC_1192,199.4,2026-08-10 16:24:00,1,0,38,0.82,pin,kplus_app,0
TX_005909,ACC_0757,ACC_0684,289.81,2026-08-10 16:29:00,0,0,55,0.91,pin,kplus_app,0
TX_001728,ACC_0351,ACC_0906,959.33,2026-08-10 16:42:00,1,0,52,0.64,pin,kplus_app,0
TX_001941,ACC_0481,ACC_0062,401.26,2026-08-10 16:46:00,1,0,27,0.39,pin,kplus_app,0
TX_003323,ACC_1122,ACC_0095,326.98,2026-08-10 16:52:00,0,0,58,0.44,pin,kplus_app,0
TX_001772,ACC_0198,ACC_0922,335.78,2026-08-10 16:54:00,0,0,36,0.66,pin,kplus_app,0
TX_000063,ACC_0806,ACC_0269,106.47,2026-08-10 16:57:00,1,0,46,0.52,pin,kplus_app,0
TX_006164,ACC_0211,ACC_0030,255.68,2026-08-10 17:01:00,1,0,33,0.3,pin,kplus_app,1
TX_004433,ACC_0094,ACC_0080,2099.58,2026-08-10 17:08:00,1,1,56,1.14,pin,kplus_app,0
TX_006165,ACC_0211,ACC_0030,42110.57,2026-08-10 17:14:00,0,0,350,24.99,pin,kplus_app,1
TX_005658,ACC_0987,ACC_0822,988.11,2026-08-10 17:16:00,0,0,40,0.86,pin,kplus_app,0
TX_002100,ACC_0300,ACC_1173,624.8,2026-08-10 17:35:00,0,0,67,1.34,face_scan,kplus_app,0
TX_000545,ACC_1081,ACC_0063,1244.94,2026-08-10 17:39:00,1,0,52,1.11,pin,kplus_app,0
TX_003569,ACC_0359,ACC_0423,44.05,2026-08-10 17:41:00,0,0,54,0.26,pin,kplus_app,0
TX_003696,ACC_0823,ACC_1018,284.74,2026-08-10 17:48:00,0,0,48,1.11,pin,kplus_app,0
TX_005138,ACC_1141,ACC_0311,46.12,2026-08-10 17:50:00,1,0,20,1.46,pin,kplus_app,0
TX_005432,ACC_0936,ACC_0537,90.96,2026-08-10 17:51:00,0,0,62,1.38,pin,kplus_app,0
TX_005143,ACC_0354,ACC_0556,340.49,2026-08-10 17:57:00,1,0,45,1.1,pin,kplus_app,0
TX_000602,ACC_1064,ACC_0627,414.29,2026-08-10 17:58:00,0,0,53,0.61,pin,kplus_app,0
TX_004823,ACC_0106,ACC_0559,493.66,2026-08-10 18:09:00,0,0,64,0.24,pin,kplus_app,0
TX_005831,ACC_0574,ACC_0958,384.01,2026-08-10 18:10:00,0,0,24,1.47,pin,kplus_app,0
TX_001486,ACC_0158,ACC_0465,166.41,2026-08-10 18:14:00,0,0,34,0.13,pin,kplus_app,0
TX_005703,ACC_1063,ACC_1022,1498.13,2026-08-10 18:17:00,0,0,54,0.85,pin,kplus_app,0
TX_003310,ACC_0418,ACC_1107,305.39,2026-08-10 18:18:00,1,0,34,0.75,pin,kplus_app,0
TX_002211,ACC_0829,ACC_0552,573.7,2026-08-10 18:19:00,0,0,46,1.17,pin,kplus_app,0
TX_005922,ACC_0623,ACC_1149,2378.64,2026-08-10 18:20:00,0,0,26,0.11,pin,kplus_app,0
TX_005714,ACC_0203,ACC_0116,361.4,2026-08-10 18:26:00,1,0,37,0.15,none,kplus_app,0
TX_003212,ACC_0884,ACC_0342,736.0,2026-08-10 18:31:00,0,0,49,1.01,pin,kplus_app,0
TX_004713,ACC_0227,ACC_1018,377.0,2026-08-10 18:31:00,0,0,40,1.33,pin,kplus_app,0
TX_005481,ACC_0960,ACC_0759,414.97,2026-08-10 18:32:00,0,0,37,1.2,pin,kplus_app,0
TX_005254,ACC_1009,ACC_1077,252.99,2026-08-10 18:37:00,0,0,32,0.97,pin,kplus_app,0
TX_002321,ACC_0353,ACC_0487,674.24,2026-08-10 19:22:00,0,0,39,0.73,pin,kplus_app,0
TX_005825,ACC_0506,ACC_0682,346.85,2026-08-10 19:31:00,0,0,47,1.0,pin,kplus_app,0
TX_005847,ACC_0775,ACC_0639,73.36,2026-08-10 19:43:00,0,0,42,0.32,pin,kplus_app,0
TX_005306,ACC_0515,ACC_0981,209.93,2026-08-10 19:44:00,0,0,68,0.14,face_scan,kplus_app,0
TX_003020,ACC_0404,ACC_0207,1520.37,2026-08-10 19:45:00,0,0,37,1.42,pin,kplus_app,0
TX_004945,ACC_1048,ACC_0833,109.5,2026-08-10 20:16:00,0,0,51,0.74,pin,kplus_app,0
TX_004788,ACC_0979,ACC_0747,2117.7,2026-08-10 20:19:00,1,0,45,0.35,pin,kplus_app,0
TX_000328,ACC_0874,ACC_1034,259.45,2026-08-10 20:23:00,0,0,47,1.19,pin,kplus_app,0
TX_005255,ACC_0830,ACC_0886,454.03,2026-08-10 20:24:00,1,0,51,0.75,pin,kplus_app,0
TX_000697,ACC_0688,ACC_1179,705.91,2026-08-10 20:41:00,1,0,43,0.66,pin,kplus_app,0
TX_004653,ACC_0947,ACC_0573,427.31,2026-08-10 20:46:00,0,0,42,0.97,face_scan,kplus_app,0
TX_002270,ACC_0064,ACC_0677,650.55,2026-08-10 20:51:00,1,0,44,0.4,pin,kplus_app,0
TX_001881,ACC_1106,ACC_0958,55.58,2026-08-10 20:53:00,0,0,30,0.69,pin,kplus_app,0
TX_003637,ACC_0139,ACC_0357,332.59,2026-08-10 20:54:00,1,0,28,1.22,pin,kplus_app,0
TX_003103,ACC_0811,ACC_0653,905.84,2026-08-10 21:02:00,0,1,59,0.92,pin,kplus_app,0
TX_005360,ACC_0376,ACC_1005,1397.51,2026-08-10 21:08:00,0,0,35,1.15,pin,kplus_app,0
TX_004187,ACC_0668,ACC_0907,711.21,2026-08-10 21:10:00,0,0,87,0.92,pin,kplus_app,0
TX_005393,ACC_0375,ACC_0476,2273.69,2026-08-10 21:27:00,0,0,46,1.43,pin,kplus_app,0
TX_002157,ACC_0869,ACC_0519,1709.13,2026-08-10 21:27:00,0,0,58,0.84,pin,kplus_app,0
TX_000939,ACC_0213,ACC_0699,577.63,2026-08-10 21:33:00,0,0,43,1.26,pin,kplus_app,0
TX_001509,ACC_1066,ACC_0370,790.47,2026-08-10 21:38:00,1,0,30,0.82,pin,kplus_app,0
TX_004164,ACC_0122,ACC_1057,482.94,2026-08-10 21:42:00,0,0,38,1.25,pin,kplus_app,0
TX_004555,ACC_0977,ACC_0541,121.11,2026-08-10 21:43:00,1,0,51,1.36,pin,kplus_app,0
TX_005836,ACC_0736,ACC_0650,524.93,2026-08-10 21:44:00,1,0,58,0.57,pin,kplus_app,0
TX_000059,ACC_0338,ACC_0862,999.5,2026-08-10 21:55:00,0,0,27,1.46,pin,kplus_app,0
TX_004069,ACC_0150,ACC_0560,660.21,2026-08-10 21:57:00,0,0,55,0.64,pin,kplus_app,0
TX_001531,ACC_1062,ACC_1065,146.66,2026-08-10 22:21:00,1,0,43,1.26,face_scan,kplus_app,0
TX_002571,ACC_0643,ACC_0731,2270.17,2026-08-10 22:22:00,1,0,45,0.83,pin,kplus_app,0
TX_003463,ACC_1010,ACC_0578,977.52,2026-08-10 22:32:00,0,0,49,0.36,pin,kplus_app,0
TX_006357,ACC_0002,ACC_0005,36282.16,2026-08-10 22:32:59,1,1,11,14.15,pin,promptpay,1
TX_003097,ACC_0767,ACC_0790,1660.04,2026-08-10 22:36:00,1,0,41,0.22,pin,kplus_app,0
TX_001839,ACC_0079,ACC_0502,752.98,2026-08-10 22:49:00,0,0,51,0.88,pin,kplus_app,0
TX_000998,ACC_0659,ACC_0993,116.87,2026-08-10 23:01:00,0,0,54,0.44,face_scan,kplus_app,0
TX_005860,ACC_0840,ACC_0995,498.52,2026-08-10 23:03:00,0,0,36,0.15,pin,kplus_app,0
TX_001821,ACC_0128,ACC_1158,397.02,2026-08-10 23:07:00,0,0,45,1.23,pin,kplus_app,0
TX_000969,ACC_1003,ACC_0254,1719.21,2026-08-10 23:19:00,1,0,38,0.96,pin,kplus_app,0
TX_004626,ACC_0372,ACC_0616,1474.41,2026-08-10 23:20:00,0,0,45,0.58,pin,kplus_app,0
TX_005072,ACC_1054,ACC_0132,108.56,2026-08-10 23:23:00,1,0,51,1.05,pin,kplus_app,0
TX_003962,ACC_0550,ACC_0069,306.2,2026-08-10 23:25:00,1,0,34,0.96,pin,kplus_app,0
TX_001222,ACC_0759,ACC_0946,161.39,2026-08-10 23:28:00,0,0,54,1.25,face_scan,kplus_app,0
