account_id,account_age_days,kyc_level,is_promptpay_linked,avg_inflow_velocity_sec,is_mule
ACC_0682,1468,2,1,34126.38,0
ACC_0683,723,2,1,221475.37,0
ACC_0684,291,2,1,130635.84,0
ACC_0685,1734,2,0,407287.91,0
ACC_0686,558,2,1,78188.44,0
ACC_0687,1344,2,1,359400.96,0
ACC_0688,579,2,1,12572.82,0
ACC_0689,1051,2,1,388689.11,0
ACC_0690,1731,2,0,271205.87,0
ACC_0691,1021,2,0,8067.23,0
ACC_0692,1887,2,0,335453.11,0
ACC_0693,228,2,0,208484.57,0
ACC_0694,826,2,0,345769.16,0
ACC_0695,711,2,1,52419.02,0
ACC_0696,840,2,1,324074.55,0
ACC_0697,1371,2,0,70703.91,0
ACC_0698,581,2,1,401191.03,0
ACC_0699,242,2,1,164675.35,0
ACC_0700,905,2,1,266183.32,0
ACC_0701,849,2,1,401291.23,0
ACC_0702,1255,2,1,383558.63,0
ACC_0703,947,2,0,291251.29,0
ACC_0704,1305,2,0,366246.74,0
ACC_0705,1316,2,1,276092.72,0
ACC_0706,1081,2,1,364312.18,0
ACC_0707,1443,2,1,80966.73,0
ACC_0708,1819,2,1,237089.53,0
ACC_0709,294,2,1,234745.88,0
ACC_0710,1864,2,1,60032.61,0
ACC_0711,522,2,1,417061.58,0
ACC_0712,1546,2,1,363757.18,0
ACC_0713,520,2,1,328406.46,0
ACC_0714,1436,2,1,131069.76,0
ACC_0715,78,2,1,43765.46,0
ACC_0716,167,2,0,329664.47,0
ACC_0717,1194,2,1,242665.33,0
ACC_0718,1667,2,1,314816.2,0
ACC_0719,508,2,1,86689.84,0
ACC_0720,1915,2,0,91008.87,0
ACC_0721,1093,2,0,352796.72,0
ACC_0722,1814,2,1,155846.75,0
ACC_0723,1096,2,1,228149.79,0
ACC_0724,293,2,0,18727.38,0
ACC_0725,268,2,1,324705.29,0
ACC_0726,1520,2,1,143657.5,0
ACC_0727,1838,2,0,205084.68,0
ACC_0728,1294,2,0,161383.8,0
ACC_0729,1464,2,0,337923.26,0
ACC_0730,1073,2,1,171329.61,0
ACC_0731,1552,2,1,80014.82,0
ACC_0732,261,2,0,155893.21,0
ACC_0733,1140,2,1,175956.94,0
ACC_0734,642,2,1,278772.26,0
ACC_0735,1811,2,1,100177.96,0
ACC_0736,559,2,1,262134.12,0
ACC_0737,221,2,1,261559.19,0
ACC_0738,1271,2,0,217052.73,0
ACC_0739,1961,2,1,301516.06,0
ACC_0740,1159,2,0,306770.51,0
ACC_0741,986,2,0,226495.05,0
ACC_0742,1768,2,1,144197.78,0
ACC_0743,1266,2,1,162717.19,0
ACC_0744,1196,2,1,318758.08,0
ACC_0745,1030,2,0,131881.6,0
ACC_0746,220,2,1,276138.38,0
ACC_0747,1835,2,1,297444.39,0
ACC_0748,1642,2,0,168034.04,0
ACC_0749,196,2,0,90537.94,0
ACC_0750,559,2,1,146904.64,0
ACC_0751,1032,2,0,254561.07,0
ACC_0752,1713,2,1,225544.94,0
ACC_0753,1960,2,0,27648.71,0
ACC_0754,606,2,1,377477.64,0
ACC_0755,1432,2,1,209620.13,0
ACC_0756,976,2,1,210503.86,0
ACC_0757,1665,2,0,24952.32,0
ACC_0758,1378,2,1,190746.84,0
ACC_0759,1396,2,1,28138.86,0
ACC_0760,745,2,0,61585.69,0
ACC_0761,1626,2,0,205830.69,0
ACC_0762,784,2,1,28042.24,0
ACC_0763,473,2,1,121718.39,0
ACC_0764,1303,2,0,421219.17,0
ACC_0765,1483,2,0,196268.55,0
ACC_0766,264,2,1,70593.97,0
ACC_0767,1311,2,1,30440.63,0
ACC_0768,309,2,1,151792.32,0
ACC_0769,749,2,1,152401.88,0
ACC_0770,698,2,1,317381.04,0
ACC_0771,1286,2,0,243576.05,0
ACC_0772,258,2,1,358258.81,0
ACC_0773,1971,2,1,316683.7,0
ACC_0774,373,2,0,65703.04,0
ACC_0775,1682,2,1,245787.48,0
ACC_0776,1998,2,1,409310.22,0
ACC_0777,1991,2,1,52478.63,0
ACC_0778,1261,2,0,182666.89,0
ACC_0779,1076,2,0,244027.84,0
ACC_0780,652,2,0,101022.23,0
ACC_0781,87,2,0,32589.13,0
ACC_0782,1681,2,1,266166.43,0
ACC_0783,1577,2,1,211243.89,0
ACC_0784,912,2,1,288138.1,0
ACC_0785,1140,2,0,201647.42,0
ACC_0786,1963,2,1,324593.14,0
ACC_0787,647,2,1,223156.13,0
ACC_0788,630,2,1,25858.2,0
ACC_0789,1914,2,1,149160.67,0
ACC_0790,336,2,1,145064.13,0
ACC_0791,1961,2,0,11287.93,0
ACC_0792,803,2,0,380412.87,0
ACC_0793,663,2,1,409139.7,0
ACC_0794,739,2,0,334330.14,0
ACC_0795,506,2,1,43934.68,0
ACC_0796,1982,2,0,234379.85,0
ACC_0797,1071,2,0,162935.95,0
ACC_0798,1874,2,0,166571.93,0
ACC_0799,1998,2,1,87399.01,0
ACC_0800,327,2,1,126609.9,0
ACC_0801,535,2,0,122027.62,0
ACC_0802,1155,2,0,173233.75,0
ACC_0803,297,2,1,71267.85,0
ACC_0804,527,2,1,74729.1,0
ACC_0805,907,2,0,391791.77,0
ACC_0806,1709,2,1,220820.69,0
ACC_0807,279,2,1,82521.92,0
ACC_0808,672,2,0,355049.72,0
ACC_0809,672,2,1,267193.67,0
ACC_0810,1841,2,0,53998.68,0
ACC_0811,1990,2,1,417917.04,0
ACC_0812,634,2,1,56050.68,0
ACC_0813,729,2,0,74695.08,0
ACC_0814,1185,2,0,284687.81,0
ACC_0815,1723,2,1,243399.33,0
ACC_0816,412,2,1,356155.4,0
ACC_0817,1749,2,1,316973.1,0
ACC_0818,760,2,1,130616.22,0
ACC_0819,1569,2,1,307868.01,0
ACC_0820,1460,2,1,355589.25,0
ACC_0821,1959,2,1,112551.54,0
ACC_0822,1041,2,0,147203.13,0
ACC_0823,1045,2,1,51984.87,0
ACC_0824,1301,2,1,106362.07,0
ACC_0825,1775,2,0,320475.19,0
ACC_0826,397,2,0,282551.63,0
ACC_0827,1259,2,1,319788.81,0
ACC_0828,679,2,1,423048.56,0
ACC_0829,990,2,1,320313.86,0
ACC_0830,1149,2,1,5235.26,0
ACC_0831,1130,2,1,370197.84,0
ACC_0832,183,2,0,34732.2,0
ACC_0833,699,2,0,300974.11,0
ACC_0834,1898,2,1,94696.85,0
ACC_0835,286,2,0,178518.44,0
ACC_0836,1737,2,0,103315.73,0
ACC_0837,452,2,0,288479.53,0
ACC_0838,269,2,0,378118.73,0
ACC_0839,278,2,1,51147.89,0
ACC_0840,947,2,1,100731.3,0
ACC_0841,560,2,1,166563.6,0
ACC_0842,1625,2,0,208833.62,0
ACC_0843,1964,2,1,320574.93,0
ACC_0844,213,2,0,58201.28,0
ACC_0845,142,2,0,357475.13,0
ACC_0846,1358,2,0,11314.01,0
ACC_0847,1410,2,0,243154.77,0
ACC_0848,1719,2,0,124203.68,0
ACC_0849,1002,2,1,97181.06,0
ACC_0850,1520,2,1,44955.37,0
ACC_0851,345,2,1,246575.96,0
ACC_0852,879,2,1,259936.35,0
ACC_0853,1822,2,1,316437.45,0
ACC_0854,100,2,1,390400.22,0
ACC_0855,1859,2,0,145146.79,0
ACC_0856,1681,2,0,82995.45,0
ACC_0857,754,2,1,362664.4,0
ACC_0858,491,2,1,253274.45,0
ACC_0859,1659,2,0,249222.86,0
ACC_0860,720,2,1,359760.41,0
ACC_0861,1767,2,1,43808.46,0
ACC_0862,1528,2,1,375687.47,0
ACC_0863,541,2,0,248547.28,0
ACC_0864,1384,2,0,38817.51,0
ACC_0865,497,2,1,335130.04,0
ACC_0866,1956,2,1,74210.89,0
ACC_0867,465,2,0,274052.16,0
ACC_0868,1871,2,0,277607.02,0
ACC_0869,1906,2,1,48249.91,0
ACC_0870,1489,2,0,419476.24,0
ACC_0871,1575,2,0,260918.92,0
ACC_0872,1010,2,0,118822.01,0
ACC_0873,1345,2,0,4851.37,0
ACC_0874,632,2,1,23155.92,0
ACC_0875,1731,2,1,204794.54,0
ACC_0876,500,2,1,210106.39,0
ACC_0877,1507,2,1,195295.35,0
ACC_0878,1935,2,1,224899.71,0
ACC_0879,1057,2,0,24804.45,0
ACC_0880,1219,2,1,49878.23,0
ACC_0881,661,2,1,191469.89,0
ACC_0882,763,2,1,129330.61,0
ACC_0883,441,2,1,353466.64,0
ACC_0884,876,2,0,52368.37,0
ACC_0885,878,2,0,249835.56,0
ACC_0886,1634,2,1,304447.66,0
ACC_0887,1742,2,1,401766.4,0
ACC_0888,1640,2,1,184311.19,0
ACC_0889,1415,2,0,291031.98,0
ACC_0890,1192,2,0,136135.27,0
ACC_0891,1384,2,0,412307.79,0
ACC_0892,1536,2,1,276234.35,0
ACC_0893,1426,2,0,358995.31,0
ACC_0894,1772,2,0,297735.12,0
ACC_0895,1407,2,1,199051.72,0
ACC_0896,653,2,1,259064.14,0
ACC_0897,995,2,0,34019.68,0
ACC_0898,1461,2,1,324836.07,0
ACC_0899,1853,2,0,294342.21,0
ACC_0900,509,2,0,260079.83,0
ACC_0901,969,2,0,394852.13,0
ACC_0902,1460,2,1,77219.89,0
ACC_0903,513,2,1,390211.0,0
ACC_0904,1761,2,0,428257.17,0
ACC_0905,317,2,1,184399.48,0
ACC_0906,478,2,1,39753.7,0
ACC_0907,1045,2,0,349756.89,0
ACC_0908,1210,2,1,315977.92,0
ACC_0909,1588,2,1,169558.98,0
ACC_0910,1190,2,1,291898.9,0
ACC_0911,434,2,1,372770.48,0
ACC_0912,1113,2,1,345626.14,0
ACC_0913,1534,2,1,251757.71,0
ACC_0914,1124,2,1,140202.54,0
ACC_0915,619,2,1,162130.42,0
ACC_0916,1201,2,0,298512.71,0
ACC_0917,738,2,1,74555.18,0
ACC_0918,66,2,1,384917.57,0
ACC_0919,1276,2,0,149156.97,0
ACC_0920,1285,2,0,276448.95,0
ACC_0921,1510,2,1,342772.96,0
ACC_0922,454,2,1,293678.48,0
ACC_0923,384,2,1,364194.29,0
ACC_0924,1523,2,0,198094.29,0
ACC_0925,1471,2,1,420015.62,0
ACC_0926,985,2,1,220136.97,0
ACC_0927,134,2,1,46141.06,0
ACC_0928,1513,2,1,169813.53,0
ACC_0929,1317,2,1,137777.56,0
ACC_0930,184,2,1,127512.46,0
ACC_0931,544,2,0,162278.07,0
ACC_0932,183,2,1,384192.13,0
ACC_0933,1791,2,0,237241.27,0
ACC_0934,856,2,1,415350.44,0
ACC_0935,1583,2,1,419465.94,0
ACC_0936,1361,2,1,69635.74,0
ACC_0937,364,2,1,75715.55,0
ACC_0938,880,2,0,192285.07,0
ACC_0939,1637,2,0,307341.48,0
ACC_0940,821,2,1,150304.71,0
ACC_0941,1063,2,1,359466.96,0
ACC_0942,895,2,1,252272.32,0
ACC_0943,1363,2,0,68083.41,0
ACC_0944,925,2,1,175722.04,0
ACC_0945,332,2,0,132329.65,0
ACC_0946,1297,2,1,269490.95,0
ACC_0947,224,2,0,66996.41,0
ACC_0948,576,2,1,236231.73,0
ACC_0949,1742,2,1,257647.41,0
ACC_0950,1949,2,0,232102.83,0
ACC_0951,1223,2,1,323126.44,0
ACC_0952,1570,2,1,343839.85,0
ACC_0953,1103,2,1,18363.2,0
ACC_0954,1665,2,1,201810.23,0
ACC_0955,1387,2,1,326879.73,0
ACC_0956,641,2,1,164391.33,0
ACC_0957,1185,2,1,244665.69,0
ACC_0958,466,2,1,222630.41,0
ACC_0959,820,2,1,314496.93,0
ACC_0960,1033,2,1,193576.48,0
ACC_0961,1770,2,0,249299.8,0
ACC_0962,424,2,1,430339.07,0
ACC_0963,1923,2,0,191731.78,0
ACC_0964,940,2,1,106579.82,0
ACC_0965,1658,2,0,195659.88,0
ACC_0966,1096,2,0,98167.37,0
ACC_0967,779,2,0,401693.87,0
ACC_0968,1809,2,0,300280.89,0
ACC_0969,1893,2,0,279691.07,0
ACC_0970,1287,2,0,123020.73,0
ACC_0971,755,2,1,343490.0,0
ACC_0972,1246,2,0,293550.24,0
ACC_0973,172,2,1,4592.84,0
ACC_0974,638,2,0,360947.55,0
ACC_0975,60,2,1,6027.23,0
ACC_0976,707,2,0,285718.76,0
ACC_0977,1210,2,0,303494.68,0
ACC_0978,762,2,1,212499.75,0
ACC_0979,1001,2,1,298084.89,0
ACC_0980,1441,2,1,238847.44,0
ACC_0981,969,2,0,409589.55,0
ACC_0982,1373,2,1,46843.21,0
ACC_0983,417,2,1,36527.71,0
ACC_0984,434,2,0,107371.85,0
ACC_0985,1441,2,1,34831.15,0
ACC_0986,1096,2,0,94040.58,0
ACC_0987,1373,2,1,347812.01,0
ACC_0988,1033,2,1,117626.38,0
ACC_0989,1713,2,1,207705.6,0
ACC_0990,380,2,1,97536.97,0
ACC_0991,840,2,0,156887.55,0
ACC_0992,1396,2,0,84071.88,0
ACC_0993,242,2,1,196101.43,0
ACC_0994,1093,2,0,241215.21,0
ACC_0995,719,2,0,107243.53,0
ACC_0996,471,2,1,133488.34,0
ACC_0997,906,2,1,226440.78,0
ACC_0998,1288,2,0,312328.66,0
ACC_0999,1095,2,1,125383.02,0
ACC_1000,909,2,0,312785.51,0
ACC_1001,932,2,0,139654.18,0
ACC_1002,1050,2,1,339044.33,0
ACC_1003,1869,2,1,306468.73,0
ACC_1004,1426,2,1,203649.09,0
ACC_1005,449,2,1,321003.3,0
ACC_1006,1240,2,0,357764.56,0
ACC_1007,1702,2,1,364617.78,0
ACC_1008,487,2,1,392244.4,0
ACC_1009,878,2,1,393419.64,0
ACC_1010,683,2,0,292830.0,0
ACC_1011,460,2,0,215149.93,0
ACC_1012,988,2,0,365276.14,0
ACC_1013,1010,2,1,75122.7,0
ACC_1014,294,2,0,417454.75,0
ACC_1015,1959,2,1,293244.77,0
ACC_1016,852,2,1,48738.33,0
ACC_1017,1038,2,0,431771.34,0
ACC_1018,972,2,1,413493.04,0
ACC_1019,599,2,0,207504.58,0
ACC_1020,1579,2,1,161554.15,0
ACC_1021,1319,2,1,371577.04,0
ACC_1022,1096,2,1,355821.86,0
ACC_1023,90,2,0,162605.64,0
ACC_1024,1249,2,1,380659.15,0
ACC_1025,1183,2,0,263961.01,0
ACC_1026,221,2,1,402357.85,0
ACC_1027,1887,2,0,138814.75,0
ACC_1028,999,2,1,309137.83,0
ACC_1029,1521,2,1,40160.23,0
ACC_1030,294,2,1,28486.59,0
ACC_1031,177,2,0,236566.37,0
ACC_1032,1898,2,0,9894.65,0
ACC_1033,1760,2,0,362712.88,0
ACC_1034,1932,2,1,180804.52,0
ACC_1035,446,2,1,231053.7,0
ACC_1036,1265,2,1,314128.52,0
ACC_1037,468,2,0,225953.43,0
ACC_1038,289,2,0,198487.25,0
ACC_1039,843,2,0,226923.23,0
ACC_1040,757,2,0,250082.25,0
ACC_1041,1765,2,0,349385.43,0
ACC_1042,1757,2,1,190171.47,0
ACC_1043,1819,2,1,334813.98,0
ACC_1044,578,2,1,162853.11,0
ACC_1045,1611,2,1,287632.35,0
ACC_1046,1032,2,0,366480.86,0
ACC_1047,516,2,1,359070.52,0
ACC_1048,1042,2,0,199805.38,0
ACC_1049,1297,2,1,388926.61,0
ACC_1050,548,2,0,262050.21,0
ACC_1051,1288,2,0,206580.13,0
ACC_1052,1301,2,1,427805.49,0
ACC_1053,690,2,0,428284.87,0
ACC_1054,493,2,0,244058.15,0
ACC_1055,337,2,1,100153.34,0
ACC_1056,1575,2,0,387478.58,0
ACC_1057,1108,2,0,251343.03,0
ACC_1058,326,2,0,229480.4,0
ACC_1059,1151,2,1,292397.42,0
ACC_1060,550,2,0,409464.12,0
ACC_1061,1185,2,1,204942.97,0
ACC_1062,618,2,1,299195.89,0
ACC_1063,853,2,1,6959.34,0
ACC_1064,1903,2,1,22691.14,0
ACC_1065,1756,2,0,230506.23,0
ACC_1066,74,2,1,410182.1,0
ACC_1067,1641,2,1,121283.11,0
ACC_1068,657,2,0,237874.67,0
ACC_1069,361,2,1,22406.74,0
ACC_1070,1049,2,0,209803.22,0
ACC_1071,552,2,1,365019.52,0
ACC_1072,1835,2,0,229466.47,0
ACC_1073,922,2,1,415132.6,0
ACC_1074,331,2,0,217044.3,0
ACC_1075,755,2,0,423921.97,0
ACC_1076,1076,2,1,200219.95,0
ACC_1077,333,2,1,34908.14,0
ACC_1078,945,2,1,9679.02,0
ACC_1079,679,2,0,392543.84,0
ACC_1080,1437,2,0,172906.22,0
ACC_1081,907,2,0,328031.69,0
ACC_1082,1224,2,0,334791.35,0
ACC_1083,554,2,1,199907.72,0
ACC_1084,652,2,1,245682.55,0
ACC_1085,1937,2,0,261952.75,0
ACC_1086,480,2,1,156551.37,0
ACC_1087,1595,2,1,348356.24,0
ACC_1088,1811,2,0,79807.27,0
ACC_1089,1650,2,0,44469.05,0
ACC_1090,672,2,1,176144.27,0
ACC_1091,1959,2,0,54366.52,0
ACC_1092,1348,2,1,427753.0,0
ACC_1093,605,2,0,22840.0,0
ACC_1094,664,2,1,275824.06,0
ACC_1095,463,2,0,397053.88,0
ACC_1096,1708,2,1,121644.74,0
ACC_1097,1100,2,0,111128.99,0
ACC_1098,752,2,1,284900.75,0
ACC_1099,173,2,0,379459.14,0
ACC_1100,1487,2,1,220352.37,0
ACC_1101,1798,2,0,101572.68,0
ACC_1102,1276,2,1,374924.42,0
ACC_1103,1832,2,1,188403.47,0
ACC_1104,1339,2,1,252110.06,0
ACC_1105,158,2,1,363310.2,0
ACC_1106,1192,2,1,386630.0,0
ACC_1107,386,2,0,175363.45,0
ACC_1108,521,2,0,207662.23,0
ACC_1109,1482,2,1,91191.04,0
ACC_1110,1987,2,1,145642.32,0
ACC_1111,674,2,1,276080.59,0
ACC_1112,534,2,1,406632.09,0
ACC_1113,480,2,1,44320.72,0
ACC_1114,1366,2,0,145910.64,0
ACC_1115,1053,2,0,154654.96,0
ACC_1116,1087,2,1,378828.31,0
ACC_1117,530,2,1,127848.51,0
ACC_1118,936,2,1,58378.14,0
ACC_1119,1913,2,1,256540.68,0
ACC_1120,759,2,1,27005.39,0
ACC_1121,1733,2,1,90812.98,0
ACC_1122,1168,2,1,102310.5,0
ACC_1123,1774,2,1,85475.26,0
ACC_1124,903,2,1,287649.42,0
ACC_1125,810,2,1,328785.13,0
ACC_1126,1909,2,1,142956.44,0
ACC_1127,596,2,1,119884.29,0
ACC_1128,1268,2,1,389991.18,0
ACC_1129,1969,2,1,98057.25,0
ACC_1130,1105,2,1,256629.25,0
ACC_1131,812,2,1,181158.83,0
ACC_1132,997,2,0,75280.45,0
ACC_1133,826,2,1,118773.94,0
ACC_1134,1563,2,1,117265.72,0
ACC_1135,1919,2,0,274417.13,0
ACC_1136,1718,2,0,47517.84,0
ACC_1137,1916,2,0,77323.03,0
ACC_1138,1164,2,0,358103.71,0
ACC_1139,163,2,1,45683.87,0
ACC_1140,1281,2,0,301164.68,0
ACC_1141,226,2,0,151228.39,0
ACC_1142,1501,2,0,87241.07,0
ACC_1143,1224,2,1,288548.63,0
ACC_1144,304,2,0,303981.17,0
ACC_1145,1159,2,0,190092.9,0
ACC_1146,251,2,1,166613.79,0
ACC_1147,1866,2,1,169492.45,0
ACC_1148,1535,2,1,14392.86,0
ACC_1149,1967,2,1,345269.29,0
ACC_1150,1884,2,0,191094.11,0
ACC_1151,1983,2,1,218266.05,0
ACC_1152,961,2,1,417877.91,0
ACC_1153,398,2,1,135904.67,0
ACC_1154,1419,2,0,80393.1,0
ACC_1155,1915,2,0,411636.91,0
ACC_1156,1675,2,1,374292.7,0
ACC_1157,1743,2,0,271362.5,0
ACC_1158,1597,2,0,291785.96,0
ACC_1159,899,2,1,271296.06,0
ACC_1160,510,2,0,424248.4,0
ACC_1161,1262,2,1,292350.13,0
ACC_1162,1207,2,1,12080.46,0
ACC_1163,1648,2,1,154807.42,0
ACC_1164,1484,2,0,188043.43,0
ACC_1165,905,2,0,109471.16,0
ACC_1166,1116,2,1,188997.33,0
ACC_1167,78,2,0,34492.39,0
ACC_1168,618,2,1,424310.02,0
ACC_1169,1167,2,0,274469.67,0
ACC_1170,1609,2,0,340009.16,0
ACC_1171,1560,2,1,122632.13,0
ACC_1172,397,2,0,395470.81,0
ACC_1173,1475,2,1,225811.51,0
ACC_1174,76,2,1,238270.96,0
ACC_1175,1495,2,1,319709.93,0
ACC_1176,1557,2,1,91182.34,0
ACC_1177,1772,2,1,116815.95,0
ACC_1178,837,2,1,320685.13,0
ACC_1179,1597,2,1,284954.3,0
ACC_1180,81,2,1,258652.08,0
ACC_1181,278,2,1,411189.71,0
ACC_1182,612,2,1,260230.7,0
ACC_1183,655,2,1,240667.57,0
ACC_1184,1392,2,1,417012.58,0
ACC_1185,1802,2,1,196674.09,0
ACC_1186,1435,2,0,137649.53,0
ACC_1187,159,2,1,4464.73,0
ACC_1188,1535,2,0,48970.05,0
ACC_1189,325,2,0,94885.62,0
ACC_1190,1006,2,0,90407.82,0
ACC_1191,1873,2,0,163630.88,0
ACC_1192,343,2,0,168796.83,0
ACC_1193,1090,2,1,196488.92,0
ACC_1194,1980,2,1,314500.98,0
ACC_1195,105,2,1,291682.08,0
ACC_1196,235,2,0,216960.5,0
ACC_1197,1878,2,1,43280.76,0
ACC_1198,1590,2,1,349399.9,0
ACC_1199,426,2,1,189698.38,0
